time,502,200,500,422,400,302 
680,0.2,162.4,136.5,160.8,388.4,54.6 
690,2.5,175,135.2,165.3,406.9,52.8 
700,0,162.5,125.4,154,400.9,53.2 
710,1,177.8,141.8,173,431.3,52 
720,1.7,134.4,135.8,158.1,404.7,56.1 
730,0.8,117.4,144.5,180.5,428.1,55.7 
740,0.2,110.9,144.2,183.7,442.2,47.3 
750,0,100.9,136.2,164.4,380.2,48.7 
760,0,63.9,127.8,123,262.4,43.4 
770,0,41.8,106.9,89.6,162,42.4 
780,0,47.2,68.1,55.3,91.3,45.5 
790,0,48.9,41.9,28.7,52.2,45.7 
800,0,56.8,36.3,19.9,33.7,52.3 
810,0,62.2,10.2,8.2,14.9,52.2 
820,0,11.5,0,0,0,15.1 
830,0,0.4,0,0,0,1 
832,0,0,0,0,0,0 
