time,connect,request 
0,1.2,1.6 
10,1,4.3 
20,0.8,12 
30,1.5,20.8 
40,0.8,25.3 
50,0.7,32.4 
60,1.1,31.3 
70,1.9,33.6 
80,1.4,29.7 
90,1.9,35.5 
100,1.8,44.1 
110,0.9,48.9 
120,2.3,48.5 
130,3.1,50.3 
140,1.9,51.1 
150,2.4,59.7 
160,2.3,65.6 
170,0.1,66.6 
180,4.2,67.4 
190,3.4,60.6 
200,3.5,70.8 
210,3.3,83.7 
220,4.8,101.5 
230,3.2,101.8 
240,5.2,110.1 
250,6.7,117.7 
260,6.3,134.9 
270,6.6,157.5 
280,6.3,174.2 
290,5.4,178.3 
300,10,182.6 
310,12.2,193.2 
320,19.1,214.7 
330,24.2,233.4 
340,50.1,256.2 
350,64.8,270.2 
360,84,289.5 
370,96.3,297.1 
380,102.7,310.7 
390,112.7,330.9 
400,117.3,336 
410,122.9,353 
420,130.3,355.7 
430,150.1,382.3 
440,144.2,391.5 
450,161.9,425.5 
460,188.3,478.9 
470,212.4,493.2 
480,235.8,548.2 
490,243.1,556.6 
500,245.3,586.1 
510,260.9,610 
520,266.9,604.8 
530,287.9,673.7 
540,307.4,697.3 
550,316,687 
560,317.8,711.2 
570,336.7,767.7 
580,375,831.6 
590,397.6,845.2 
600,383.1,822.8 
610,414.6,893.9 
620,409.6,853.5 
630,434.5,926.3 
640,421.8,913.9 
650,428.3,905.8 
660,422,882.7 
670,420.6,906.3 
680,421.7,902.1 
690,437.6,935.4 
700,435.1,898.8 
710,454.1,976 
720,424.6,891.9 
730,419.7,926.3 
740,445.8,929.3 
750,395.4,830.5 
760,286.8,620.5 
770,179.9,442.7 
780,98.7,307.4 
790,58.3,217.4 
800,36.4,199 
810,20.1,147.7 
820,0,26.6 
830,0,1.4 
832,0,0 
