time,size_sent,size_rcv 
0,3.9109375,147.4875 
10,27.82421875,453.1125 
20,100.6265625,1195.8859375 
30,221.8296875,2506.05 
40,379.47578125,3972.02890625 
50,581.90859375,5820.76875 
60,771.0703125,7614.0671875 
70,978.1640625,9463.38046875 
80,1157.721875,11209.196875 
90,1371.99765625,13291.4875 
100,1646.309375,15778.4546875 
110,1950.971875,18509.8171875 
120,2243.75390625,21369.47890625 
130,2549.29765625,24184.553125 
140,2864.0921875,27213.990625 
150,3232.18046875,30618.85234375 
160,3634.6703125,34380.81328125 
170,4060.33828125,37989.4515625 
180,4467.20859375,41790.83125 
190,4832.0625,45333.4625 
200,5265.92421875,49522.7140625 
210,5784.1859375,54306.38515625 
220,6399.88125,60237.878125 
230,7033.85390625,65930.9265625 
240,7706.19296875,72289.86484375 
250,8426.2125,79007.546875 
260,9245.696875,86971.1859375 
270,10218.86796875,95960.7390625 
280,11291.22421875,105875.10234375 
290,12396.028125,115902.49375 
300,13509.11171875,126199.3359375 
310,14675.7265625,137219.15546875 
320,15946.39921875,149012.5046875 
330,17337.74609375,160461.02578125 
340,18760.8640625,171003.7 
350,20188.959375,181554.3125 
360,21647.4421875,192325.8671875 
370,23154.77109375,203165.7703125 
380,24722.56796875,214356.8578125 
390,26399.33828125,226216.52265625 
400,28063.353125,238286.50703125 
410,29832.46640625,250029.32578125 
420,31559.1578125,261943.93671875 
430,33419.7,274156.2609375 
440,35325.5609375,287162.64921875 
450,37373.4828125,300425.43984375 
460,39560.44765625,313994.590625 
470,41848.79921875,327976.84921875 
480,44410.9265625,343369.12890625 
490,46979.8421875,358737.109375 
500,49596.4015625,374439.7328125 
510,52393.50703125,391047.29140625 
520,55154.59765625,407769.403125 
530,58185.70625,424864.04921875 
540,61307.71640625,442744.93125 
550,64441.3953125,460641.5234375 
560,67626.4265625,479837.56953125 
570,71085.55078125,499575.57734375 
580,74735.93046875,520493.9828125 
590,78556.1484375,540989.88671875 
600,82164.37265625,561836.51484375 
610,86114.64453125,584301.89765625 
620,89949.0671875,604466.92734375 
630,94046.275,626590.02265625 
640,97974.2890625,648751.2515625 
650,101991.54921875,670569.796875 
660,105903.03125,692246.3078125 
670,109823.39296875,713554.25 
680,113833.25,735199.70859375 
690,117924.47578125,758358.82265625 
700,121905.7515625,780056.190625 
710,126109.28671875,803526.13984375 
720,130197.56484375,822720.746875 
730,134150.78515625,841379.5375 
740,138055.30234375,859747.5390625 
750,141588.86796875,876372.64375 
760,144344.44296875,887983.82890625 
770,146386.85,896096.459375 
780,147839.66328125,903486.84609375 
790,148931.9140625,910075.5171875 
800,149938.59453125,916452.8390625 
810,150750.31953125,922337.090625 
820,150933.22421875,923183.1 
830,150943.3,923209.615625 
832,150943.3,923209.615625 
