time,users,connected 
0,12,12 
10,23,10 
20,31,8 
30,45,15 
40,51,5 
50,51,-3 
60,52,3 
70,60,5 
80,60,3 
90,73,13 
100,76,5 
110,81,-4 
120,86,14 
130,93,5 
140,97,5 
150,110,12 
160,117,3 
170,117,-22 
180,117,20 
190,125,15 
200,135,9 
210,152,18 
220,185,34 
230,190,-8 
240,198,18 
250,234,38 
260,258,23 
270,284,25 
280,307,24 
290,325,-5 
300,339,29 
310,382,38 
320,441,48 
330,460,-3 
340,503,9 
350,532,6 
360,597,20 
370,670,77 
380,753,61 
390,844,85 
400,950,86 
410,1009,40 
420,1107,82 
430,1211,100 
440,1309,85 
450,1412,55 
460,1492,-3 
470,1590,105 
480,1666,90 
490,1758,77 
500,1825,-10 
510,1902,28 
520,1967,124 
530,1995,-41 
540,2073,38 
550,2176,141 
560,2295,106 
570,2407,24 
580,2517,18 
590,2599,84 
600,2703,84 
610,2805,97 
620,2844,54 
630,2891,30 
640,2929,-58 
650,2964,79 
660,3014,114 
670,3100,-37 
680,3100,24 
690,3149,12 
700,3162,67 
710,3205,-71 
720,3205,-94 
730,3205,-418 
740,3205,-331 
750,3205,-207 
760,3205,-127 
770,3205,-228 
780,3205,-231 
790,3205,-143 
800,3205,-206 
810,3205,-198 
820,3205,-102 
830,3205,-9 
832,3205,0 
