time,page 
0,6.284 
10,6.081 
20,6.081 
30,6.081 
40,6.072 
50,6.072 
60,6.072 
70,6.072 
80,6.072 
90,6.072 
100,6.072 
110,5.093 
120,5.093 
130,5.093 
140,5.049 
150,5.049 
160,5.049 
170,4.974 
180,4.974 
190,4.974 
200,4.974 
210,4.974 
220,4.974 
230,4.974 
240,4.974 
250,4.974 
260,4.974 
270,4.974 
280,0.844 
290,0.832 
300,0.822 
310,0.822 
320,0.794 
330,0.794 
340,0.794 
350,0.794 
360,0.794 
370,0.794 
380,0.79 
390,0.79 
400,0.79 
410,0.79 
420,0.79 
430,0.79 
440,0.79 
450,0.79 
460,0.79 
470,0.79 
480,0.79 
490,0.79 
500,0.79 
510,0.79 
520,0.79 
530,0.79 
540,0.79 
550,0.79 
560,0.79 
570,0.79 
580,0.79 
590,0.79 
600,0.79 
610,0.79 
620,0.79 
630,0.79 
640,0.79 
650,0.79 
660,0.79 
670,0.79 
680,0.79 
690,0.79 
700,0.79 
710,0.79 
720,0.79 
730,0.79 
740,0.79 
750,0.79 
760,0.79 
770,0.79 
780,0.79 
790,0.79 
800,0.79 
810,0.79 
820,0.79 
830,0.79 
840,0.79 
840,0.79 
