time,users_count,finish_users_count 
0,0.7,0 
10,0.8,0 
20,0.6,0 
30,1.2,0 
40,1.1,0.2 
50,0.9,0.2 
60,0.7,0.3 
70,1.6,0.7 
80,1.1,1.3 
90,2.2,0.9 
100,1.6,1.4 
110,2,1.1 
120,1.3,0.9 
130,1.1,1.9 
140,1.8,1.5 
150,1.7,2.3 
160,1.8,1.8 
170,2.8,1.3 
180,3.6,1.4 
190,4.6,1.5 
200,4,1.6 
210,4.2,1.5 
220,4.4,2.7 
230,3.8,2 
240,3,2.4 
250,6.6,1.6 
260,6.4,2.8 
270,5.4,2.2 
280,6.6,2.4 
290,6.1,2.3 
300,8,4 
310,8.3,3 
320,10.4,3.6 
330,11.7,6.6 
340,8.7,9.1 
350,9.7,7.9 
360,12.6,8.4 
370,15.8,10 
380,17.2,9.4 
390,14.8,11.3 
400,15.2,10.6 
410,14.5,14.1 
420,17.7,12.9 
430,19.7,13.3 
440,19.4,18.3 
450,18,16.6 
460,19.3,15 
470,20.1,16.6 
480,22.4,19.4 
490,22.5,19.2 
500,21.6,20 
510,24.9,20 
520,22.6,18.5 
530,23.9,22.1 
540,27.5,20.2 
550,30.6,23.9 
560,29.6,24.8 
570,34.3,21 
580,33.1,26.2 
590,28.5,27.5 
600,32.1,31.6 
610,38.3,29.8 
620,39.1,30 
630,42,9.5 
640,32.5,16.6 
650,18,28.5 
660,17.8,33.5 
670,44.1,63.1 
680,42.7,48.6 
690,44.2,37.1 
700,45.4,30.1 
710,40.3,27.1 
720,12.6,36.4 
730,0,36.1 
740,0,40.6 
750,0,43 
760,0,33.3 
770,0,23.4 
780,0,4 
790,0,0 
800,0,12.2 
810,0,4.5 
820,0,1.7 
830,0,0.8 
840,0,0.2 
840,0,0 
