time,sentpackets@tsung_controller@ip-172-31-29-45 
10,1239 
20,496.0 
30,1099.0 
40,1123.0 
50,1640.0 
60,1498.0 
70,1326.0 
80,2258.0 
90,1934.0 
100,1926.0 
110,2490.0 
120,1846.0 
130,1999.0 
140,2386.0 
150,2302.0 
160,1844.0 
170,1717.0 
180,2016.0 
190,2234.0 
200,2872.0 
210,3443.0 
220,3835.0 
230,3833.0 
240,3672.0 
250,3836.0 
260,4588.0 
270,4073.0 
280,3943.0 
290,4690.0 
300,5540.0 
310,6775.0 
320,7790.0 
330,9123.0 
340,10279.0 
350,10721.0 
360,1.17e4 
370,12320.0 
380,12843.0 
390,13960.0 
400,15577.0 
410,16911.0 
420,17871.0 
430,18420.0 
440,18925.0 
450,18964.0 
460,19315.0 
470,21191.0 
480,22338.0 
490,22381.0 
500,22154.0 
510,22919.0 
520,24065.0 
530,24774.0 
540,25680.0 
550,26332.0 
560,27585.0 
570,28150.0 
580,3.08e4 
590,32674.0 
600,33342.0 
610,34280.0 
620,35150.0 
630,28805.0 
640,14297.0 
650,43133.0 
660,52821.0 
670,50793.0 
680,41352.0 
690,35621.0 
700,36001.0 
710,39491.0 
720,44316.0 
730,45036.0 
740,42112.0 
750,32435.0 
760,19140.0 
770,9735.0 
780,5646.0 
790,148.0 
800,598.0 
810,2687.0 
820,1054.0 
830,437.0 
840,103.0 
