time,page 
0,33.992 
10,613.919 
20,13131.936 
30,13131.936 
40,13131.936 
50,16949.885 
60,16949.885 
70,16949.885 
80,23977.238 
90,23977.238 
100,23977.238 
110,23977.238 
120,23977.238 
130,23977.238 
140,23977.238 
150,23977.238 
160,23977.238 
170,23977.238 
180,23977.238 
190,23977.238 
200,23977.238 
210,23977.238 
220,23977.238 
230,23977.238 
240,23977.238 
250,23977.238 
260,23977.238 
270,23977.238 
280,23977.238 
290,23977.238 
300,23977.238 
310,23977.238 
320,23977.238 
330,23977.238 
340,23977.238 
350,23977.238 
360,23977.238 
370,23977.238 
380,23977.238 
390,23977.238 
400,23977.238 
410,23977.238 
420,23977.238 
430,23977.238 
440,23977.238 
450,23977.238 
460,23977.238 
470,23977.238 
480,23977.238 
490,23977.238 
500,23977.238 
510,23977.238 
520,23977.238 
530,23977.238 
540,23977.238 
550,23977.238 
560,23977.238 
570,23977.238 
580,23977.238 
590,23977.238 
600,23977.238 
610,23977.238 
620,23977.238 
630,23977.238 
640,24622.929 
650,24622.929 
660,24622.929 
670,24622.929 
680,24622.929 
690,24622.929 
700,24622.929 
710,24622.929 
720,24622.929 
730,24622.929 
740,24622.929 
750,24622.929 
760,24622.929 
770,24622.929 
780,24622.929 
790,24622.929 
800,28028.203 
810,28028.203 
820,28028.203 
830,28028.203 
840,28028.203 
840,28028.203 
