time,connect,request 
0,1.228,6.284 
10,1.228,6.081 
20,1.228,6.081 
30,1.196,6.081 
40,1.196,6.072 
50,1.196,6.072 
60,1.196,6.072 
70,1.158,6.072 
80,1.158,6.072 
90,1.158,6.072 
100,1.114,6.072 
110,1.114,5.093 
120,1.114,5.093 
130,1.114,5.093 
140,1.114,4.861 
150,1.114,4.861 
160,1.114,4.861 
170,1.114,4.861 
180,1.114,4.861 
190,1.114,4.861 
200,1.114,4.861 
210,1.114,4.861 
220,1.114,4.861 
230,1.114,4.861 
240,1.114,4.861 
250,1.112,4.861 
260,1.112,4.861 
270,1.112,4.861 
280,1.112,0.774 
290,1.026,0.766 
300,0.92,0.745 
310,0.904,0.745 
320,0.882,0.745 
330,0.876,0.745 
340,0.845,0.745 
350,0.845,0.745 
360,0.845,0.745 
370,0.845,0.734 
380,0.842,0.734 
390,0.842,0.734 
400,0.842,0.734 
410,0.842,0.734 
420,0.842,0.734 
430,0.842,0.734 
440,0.842,0.734 
450,0.842,0.734 
460,0.842,0.734 
470,0.842,0.734 
480,0.842,0.734 
490,0.842,0.734 
500,0.828,0.734 
510,0.828,0.734 
520,0.828,0.734 
530,0.828,0.734 
540,0.828,0.734 
550,0.828,0.734 
560,0.828,0.734 
570,0.826,0.734 
580,0.826,0.734 
590,0.826,0.734 
600,0.826,0.734 
610,0.826,0.734 
620,0.826,0.734 
630,0.826,0.734 
640,0.826,0.734 
650,0.826,0.734 
660,0.826,0.734 
670,0.826,0.734 
680,0.826,0.734 
690,0.826,0.734 
700,0.826,0.734 
710,0.826,0.734 
720,0.826,0.734 
730,0.826,0.734 
740,0.826,0.734 
750,0.826,0.734 
760,0.826,0.734 
770,0.826,0.734 
780,0.826,0.734 
790,0.826,0.734 
800,0.826,0.734 
810,0.826,0.734 
820,0.826,0.734 
830,0.826,0.734 
840,0.826,0.734 
840,0.826,0.734 
