time,connect,request 
0,0.6,0.9 
10,0.9,3.5 
20,0.6,5.1 
30,1.1,9.8 
40,1.2,15.3 
50,0.9,24.6 
60,0.7,29.2 
70,1.6,32.5 
80,1.1,31.7 
90,2.1,33.4 
100,1.7,38.8 
110,2,43.4 
120,1.4,50.8 
130,1.1,54.5 
140,1.8,53.8 
150,1.7,46.1 
160,1.8,43.1 
170,2.7,47.7 
180,3.6,52.2 
190,4.7,65 
200,4.1,80.6 
210,4.2,92.2 
220,4.2,91.1 
230,4,91.4 
240,2.7,91.4 
250,6.3,110.5 
260,6.9,96.1 
270,5.1,90.5 
280,11,109 
290,23.8,136 
300,40.1,157.1 
310,53.1,181.4 
320,67.9,216 
330,94.5,253.6 
340,102.7,259.2 
350,114.2,275.6 
360,124.4,294.2 
370,130.8,310.4 
380,148.4,350.1 
390,173.7,384 
400,198.6,426.7 
410,202.5,426.6 
420,225.3,466.4 
430,231.4,482.5 
440,239.7,497.8 
450,244.6,504.5 
460,266.7,549 
470,287.7,581.3 
480,293.9,590.5 
490,297.9,589.5 
500,285.7,574.5 
510,317.7,629.6 
520,336.7,664.6 
530,350.7,686.2 
540,359.1,707 
550,376.9,742.9 
560,388.3,766.7 
570,410.4,791.8 
580,463.5,895.5 
590,473,911 
600,481.5,927.7 
610,514.2,979.9 
620,396.5,790.4 
630,97.7,223.9 
640,608.6,1111.7 
650,707,1337.3 
660,706.9,1291.9 
670,640.4,1203.4 
680,532.2,1019.8 
690,469.6,910.4 
700,539.1,1037.4 
710,615.2,1166.4 
720,643.7,1235.7 
730,637.6,1178.5 
740,526,954.4 
750,323.5,599 
760,175.9,334.9 
770,74.4,168.5 
780,26,36.5 
790,0.4,0.3 
800,17.5,65 
810,14.5,32.9 
820,7.6,14.5 
830,2,4.6 
840,0.2,0.6 
840,0,0 
