time,users,connected 
0,7,6 
10,15,9 
20,21,6 
30,33,11 
40,43,10 
50,50,7 
60,54,4 
70,63,9 
80,63,-2 
90,73,11 
100,75,3 
110,86,10 
120,90,4 
130,93,-7 
140,93,2 
150,93,-6 
160,93,1 
170,93,13 
180,114,22 
190,147,31 
200,169,25 
210,196,27 
220,213,15 
230,238,22 
240,238,3 
250,287,46 
260,325,41 
270,355,29 
280,399,24 
290,437,18 
300,475,-1 
310,528,43 
320,596,38 
330,647,9 
340,656,-33 
350,662,10 
360,703,39 
370,761,32 
380,839,33 
390,878,2 
400,922,6 
410,939,-20 
420,972,42 
430,1037,41 
440,1053,11 
450,1068,-12 
460,1108,9 
470,1139,-4 
480,1176,7 
490,1204,46 
500,1232,8 
510,1268,14 
520,1311,5 
530,1336,22 
540,1399,53 
550,1466,34 
560,1514,-18 
570,1647,78 
580,1717,13 
590,1737,14 
600,1737,-36 
610,1821,72 
620,1929,-112 
630,2250,103 
640,2401,204 
650,2401,-246 
660,2401,-10 
670,2401,84 
680,2401,75 
690,2401,29 
700,2401,20 
710,2401,23 
720,2401,-314 
730,2401,-258 
740,2401,-127 
750,2401,-42 
760,2401,-78 
770,2401,-161 
780,2401,52 
790,2401,1 
800,2401,-159 
810,2401,-24 
820,2401,-6 
830,2401,-5 
840,2401,0 
840,2401,0 
