time,recvpackets@tsung_controller@ip-172-31-29-45 
10,1494 
20,1494 
30,2537 
40,2537 
50,3861 
60,3861 
70,3861 
80,4684 
90,4684 
100,4684 
110,5050 
120,5050 
130,5050 
140,5050 
150,5050 
160,5050 
170,5050 
180,5050 
190,5050 
200,5254 
210,6529 
220,7099 
230,7408 
240,7408 
250,7448 
260,8469 
270,8469 
280,8469 
290,8469 
300,9279 
310,10591 
320,11984 
330,13130 
340,13971 
350,13971 
360,15380 
370,16179 
380,16531 
390,17723 
400,19277 
410,20662 
420,21624 
430,22349 
440,22383 
450,22383 
460,22577 
470,25308 
480,25810 
490,25810 
500,25810 
510,25810 
520,27498 
530,28140 
540,28758 
550,29428 
560,30119 
570,30979 
580,33700 
590,35644 
600,36539 
610,36688 
620,37899 
630,37899 
640,37899 
650,46876 
660,56157 
670,56157 
680,56157 
690,56157 
700,56157 
710,56157 
720,56157 
730,56157 
740,56157 
750,56157 
760,56157 
770,56157 
780,56157 
790,56157 
800,56157 
810,56157 
820,56157 
830,56157 
840,56157 
