time,page 
0,0.9 
10,2.4 
20,3.4 
30,6.4 
40,10.3 
50,15.6 
60,18.4 
70,21.6 
80,21.6 
90,22.9 
100,25.6 
110,29.5 
120,32.4 
130,36.4 
140,35.4 
150,32.2 
160,28.7 
170,32.3 
180,35.5 
190,43.6 
200,52.7 
210,60.4 
220,60.3 
230,59.8 
240,59.1 
250,72.8 
260,64.2 
270,60.6 
280,72.3 
290,89.3 
300,105.1 
310,117 
320,143 
330,169.7 
340,175 
350,182.8 
360,194.6 
370,209.8 
380,233.9 
390,256.3 
400,281.1 
410,282 
420,309.5 
430,322 
440,336 
450,337 
460,361.8 
470,385 
480,393.9 
490,392.8 
500,387.6 
510,421.1 
520,438.6 
530,457.8 
540,470.1 
550,499.3 
560,510.2 
570,526.2 
580,593.8 
590,604.9 
600,617.8 
610,655.3 
620,528.8 
630,143.5 
640,749.3 
650,856.5 
660,841.8 
670,828.9 
680,703.3 
690,620.9 
700,689.2 
710,766.2 
720,804.4 
730,761.6 
740,631.1 
750,417.3 
760,243.7 
770,125.8 
780,28.1 
790,0.3 
800,50.1 
810,24.8 
820,10.6 
830,3.6 
840,0.6 
840,0 
