time,recvpackets@tsung_controller@ip-172-31-21-52 
10,137 
20,212.0 
30,198.0 
40,227.0 
50,261.0 
60,300.0 
70,264.0 
80,408.0 
90,292.0 
100,428.0 
110,363.0 
120,344.0 
130,430.0 
140,611.0 
150,549.0 
160,447.0 
170,594.0 
180,346.0 
190,407.0 
200,748.0 
210,786.0 
220,858.0 
230,926.0 
240,843.0 
250,1232.0 
260,1203.0 
270,1429.0 
280,1438.0 
290,1279.0 
300,1217.0 
310,1703.0 
320,1982.0 
330,2245.0 
340,2398.0 
350,2169.0 
360,2764.0 
370,2722.0 
380,3485.0 
390,3656.0 
400,3979.0 
410,3789.0 
420,3544.0 
430,4275.0 
440,4636.0 
450,4562.0 
460,4805.0 
470,4890.0 
480,4672.0 
490,5338.0 
500,5345.0 
510,5959.0 
520,5.6e3 
530,6307.0 
540,6.3e3 
