time,size_sent,size_rcv 
0,3.33125,92.26640625 
10,10.55,212.55546875 
20,20.65546875,366.54921875 
30,34.77421875,509.01640625 
40,49.38203125,657.5375 
50,68.12734375,888.1078125 
60,87.28984375,1059.41640625 
70,107.4515625,1329.77421875 
80,127.07890625,1538.13515625 
90,153.565625,1842.54375 
100,184.578125,2095.175 
110,205.61171875,2321.70703125 
120,229.5921875,2601.09765625 
130,254.93046875,3065.1359375 
140,297.02265625,3434.95703125 
150,333.14921875,3744.81953125 
160,363.409375,4088.29921875 
170,403.2390625,4363.35 
180,428.684375,4562.0859375 
190,463.8203125,5153.66953125 
200,509.1125,5676.559375 
210,563.98203125,6219.6203125 
220,625.4140625,6919.765625 
230,679.440625,7451.44765625 
240,736.09609375,8285.22109375 
250,816.5671875,9167.8625 
260,904.14375,10073.64296875 
270,998.2671875,11077.13125 
280,1092.4765625,11941.6984375 
290,1175.34140625,12802.9453125 
300,1268.7671875,13871.884375 
310,1374.19375,15322.38828125 
320,1508.496875,16934.28046875 
330,1663.69921875,18492.9390625 
340,1813.45546875,19958.08359375 
350,1968.8171875,21683.18203125 
360,2139.00703125,23539.75703125 
370,2337.503125,25948.34140625 
380,2568.0890625,28582.240625 
390,2831.23515625,31130.725 
400,3072.896875,33907.94296875 
410,3326.51953125,36276.86796875 
420,3580.86015625,39231.27890625 
430,3867.91640625,42279.428125 
440,4151.08046875,45244.103125 
450,4476.65703125,48750.79765625 
460,4798.16015625,52051.26171875 
470,5104.4921875,55289.2515625 
480,5416.85234375,58556.96796875 
490,5749.278125,62402.92421875 
500,6156.440625,66422.37421875 
510,6543.1890625,70211.9671875 
520,6931.2828125,74760.51171875 
530,7373.7875,78991.79140625 
540,7799.625,83754.06328125 
