time,page 
0,226.13490909090908 
10,65.44888235294118 
20,66.35869565217392 
30,57.1823846153846 
40,44.47181481481481 
50,28.32915789473685 
60,40.85581818181818 
70,34.948581395348846 
80,31.32972972972973 
90,27.44282692307693 
100,39.29684615384616 
110,29.751150000000013 
120,39.19059574468085 
130,17.366437500000004 
140,37.162246575342444 
150,36.63456451612903 
160,27.358610169491527 
170,40.650873015873 
180,41.62292857142857 
190,22.312749999999994 
200,30.050863636363648 
210,33.85260999999998 
220,29.59745454545455 
230,37.20703124999998 
240,28.6586484375 
250,31.478077922077915 
260,33.08711042944785 
270,30.618617977528096 
280,38.63903012048191 
290,31.65323376623377 
300,31.471819672131133 
310,25.845450892857137 
320,30.720625925925937 
330,34.96338111888113 
340,35.07949264705882 
350,32.87971571906357 
360,34.1338602484472 
370,30.743596491228057 
380,31.864999999999984 
390,37.04780462184872 
400,30.62005319148934 
410,37.32253524229073 
420,44.436446 
430,34.19056296296301 
440,35.25530885122412 
450,33.02951136363636 
460,35.20462521008397 
470,35.07202590673579 
480,37.07322984562608 
490,31.204451761102632 
500,37.78716329284749 
510,38.13647503566329 
520,31.99913636363644 
530,39.403733249051776 
540,35.144395377129044 
