time,sentpackets@tsung_controller@ip-172-31-21-52 
10,104 
20,191 
30,191 
40,191 
50,230 
60,256 
70,256 
80,341 
90,341 
100,343 
110,343 
120,343 
130,347 
140,491 
150,491 
160,491 
170,499 
180,499 
190,499 
200,620 
210,676 
220,738 
230,774 
240,774 
250,1053 
260,1053 
270,1187 
280,1227 
290,1227 
300,1227 
310,1448 
320,1689 
330,1927 
340,2046 
350,2046 
360,2336 
370,2345 
380,2972 
390,3165 
400,3404 
410,3404 
420,3404 
430,3676 
440,3879 
450,3901 
460,4223 
470,4282 
480,4282 
490,4613 
500,4691 
510,5151 
520,5151 
530,5469 
540,5469 
