time,size_sent,size_rcv 
0,3.33125,92.26640625 
10,7.21875,120.2890625 
20,10.10546875,153.99375 
30,14.11875,142.4671875 
40,14.6078125,148.52109375 
50,18.7453125,230.5703125 
60,19.1625,171.30859375 
70,20.16171875,270.3578125 
80,19.62734375,208.3609375 
90,26.48671875,304.40859375 
100,31.0125,252.63125 
110,21.03359375,226.53203125 
120,23.98046875,279.390625 
130,25.33828125,464.03828125 
140,42.0921875,369.82109375 
150,36.1265625,309.8625 
160,30.26015625,343.4796875 
170,39.8296875,275.05078125 
180,25.4453125,198.7359375 
190,35.1359375,591.58359375 
200,45.2921875,522.88984375 
210,54.86953125,543.0609375 
220,61.43203125,700.1453125 
230,54.0265625,531.68203125 
240,56.65546875,833.7734375 
250,80.47109375,882.64140625 
260,87.5765625,905.78046875 
270,94.1234375,1003.48828125 
280,94.209375,864.5671875 
290,82.86484375,861.246875 
300,93.42578125,1068.9390625 
310,105.4265625,1450.50390625 
320,134.303125,1611.8921875 
330,155.20234375,1558.65859375 
340,149.75625,1465.14453125 
350,155.36171875,1725.0984375 
360,170.18984375,1856.575 
370,198.49609375,2408.584375 
380,230.5859375,2633.89921875 
390,263.14609375,2548.484375 
400,241.66171875,2777.21796875 
410,253.62265625,2368.925 
420,254.340625,2954.4109375 
430,287.05625,3048.14921875 
440,283.1640625,2964.675 
450,325.5765625,3506.69453125 
460,321.503125,3300.4640625 
470,306.33203125,3237.98984375 
480,312.36015625,3267.71640625 
490,332.42578125,3845.95625 
500,407.1625,4019.45 
510,386.7484375,3789.59296875 
520,388.09375,4548.54453125 
530,442.5046875,4231.2796875 
540,425.8375,4762.271875 
