time,sentpackets@tsung_controller@ip-172-31-21-52 
10,104 
20,191.0 
30,157.0 
40,186.0 
50,230.0 
60,256.0 
70,229.0 
80,341.0 
90,251.0 
100,343.0 
110,324.0 
120,306.0 
130,347.0 
140,491.0 
150,486.0 
160,395.0 
170,499.0 
180,311.0 
190,346.0 
200,620.0 
210,676.0 
220,738.0 
230,774.0 
240,706.0 
250,1053.0 
260,1028.0 
270,1187.0 
280,1227.0 
290,1107.0 
300,1072.0 
310,1448.0 
320,1689.0 
330,1927.0 
340,2046.0 
350,1936.0 
360,2336.0 
370,2345.0 
380,2972.0 
390,3165.0 
400,3404.0 
410,3250.0 
420,3219.0 
430,3676.0 
440,3879.0 
450,3901.0 
460,4223.0 
470,4282.0 
480,4037.0 
490,4613.0 
500,4691.0 
510,5151.0 
520,4839.0 
530,5469.0 
540,5435.0 
