time,users_count,finish_users_count 
0,7,0 
10,17,5 
20,26,9 
30,35,19 
40,45,28 
50,58,37 
60,69,49 
70,88,61 
80,100,73 
90,117,87 
100,133,110 
110,146,121 
120,168,137 
130,197,145 
140,218,174 
150,236,197 
160,255,214 
170,269,241 
180,282,259 
190,324,276 
200,355,300 
210,389,336 
220,430,370 
230,468,410 
240,525,435 
250,577,483 
260,634,537 
270,693,593 
280,751,657 
290,799,704 
300,870,763 
310,965,818 
320,1063,890 
330,1161,986 
340,1250,1083 
350,1356,1170 
360,1475,1279 
370,1629,1389 
380,1791,1519 
390,1951,1688 
400,2116,1828 
410,2260,1990 
420,2447,2136 
430,2632,2309 
440,2815,2482 
450,3028,2675 
460,3235,2874 
470,3432,3060 
480,3656,3262 
490,3881,3446 
500,4127,3707 
510,4361,3947 
520,4640,4166 
530,4899,4447 
540,5204,4701 
