time,users_count,finish_users_count 
0,0.7,0 
10,1,0.5 
20,0.9,0.4 
30,0.9,1 
40,1,0.9 
50,1.3,0.9 
60,1.1,1.2 
70,1.9,1.2 
80,1.2,1.2 
90,1.7,1.4 
100,1.6,2.3 
110,1.3,1.1 
120,2.2,1.6 
130,2.9,0.8 
140,2.1,2.9 
150,1.8,2.3 
160,1.9,1.7 
170,1.4,2.7 
180,1.3,1.8 
190,4.2,1.7 
200,3.1,2.4 
210,3.4,3.6 
220,4.1,3.4 
230,3.8,4 
240,5.7,2.5 
250,5.2,4.8 
260,5.7,5.4 
270,5.9,5.6 
280,5.8,6.4 
290,4.8,4.7 
300,7.1,5.9 
310,9.5,5.5 
320,9.8,7.2 
330,9.8,9.6 
340,8.9,9.7 
350,10.6,8.7 
360,11.9,10.9 
370,15.4,11 
380,16.2,13 
390,16,16.9 
400,16.5,14 
410,14.4,16.2 
420,18.7,14.6 
430,18.5,17.3 
440,18.3,17.3 
450,21.3,19.3 
460,20.7,19.9 
470,19.7,18.6 
480,22.4,20.2 
490,22.5,18.4 
500,24.6,26.1 
510,23.4,24 
520,27.9,21.9 
530,25.9,28.1 
540,30.5,25.4 
