time,users,connected 
0,7,6 
10,12,6 
20,20,5 
30,20,0 
40,20,0 
50,23,4 
60,23,-2 
70,28,7 
80,31,1 
90,33,3 
100,33,-6 
110,33,1 
120,33,5 
130,52,21 
140,52,-6 
150,52,-6 
160,52,3 
170,52,-14 
180,52,-6 
190,52,26 
200,57,7 
210,58,-1 
220,66,6 
230,66,2 
240,90,25 
250,101,7 
260,103,2 
270,107,4 
280,107,-8 
290,107,2 
300,109,14 
310,150,42 
320,175,22 
330,176,-2 
340,181,-5 
350,186,15 
360,199,19 
370,247,41 
380,272,29 
390,281,-12 
400,294,36 
410,294,-24 
420,314,40 
430,332,15 
440,337,9 
450,358,22 
460,362,7 
470,375,10 
480,394,14 
490,436,47 
500,436,-11 
510,436,-12 
520,475,60 
530,487,-21 
540,506,48 
