time,connect,request 
0,0.6,1.1 
10,1.1,1.7 
20,0.9,2.3 
30,0.9,2.6 
40,0.9,2.7 
50,1.4,3.8 
60,1,3.3 
70,1.9,4.3 
80,1.3,3.7 
90,1.7,5.2 
100,1.6,5.2 
110,1.3,4 
120,2.1,4.7 
130,2.9,6.4 
140,2.2,7.3 
150,1.8,6.2 
160,1.9,5.9 
170,1.4,6.3 
180,1.2,4.2 
190,4.3,8.4 
200,3.1,8.8 
210,3.4,10 
220,4.1,12.1 
230,3.7,9.6 
240,5.4,12.8 
250,5.6,15.4 
260,5.6,16.3 
270,5.9,17.8 
280,5.6,16.6 
290,5,15.4 
300,7.1,18.3 
310,9.6,22.4 
320,9.6,27 
330,9.7,28.6 
340,8.9,27.2 
350,10.5,29.9 
360,12.4,32.2 
370,15.1,39.9 
380,16.2,45.1 
390,15.8,47.6 
400,17,47 
410,14.3,45.4 
420,18.8,50 
430,18.7,54 
440,18.3,53.1 
450,21.3,61.6 
460,20.7,59.5 
470,19.7,57.9 
480,20.8,58.3 
490,23.3,65.3 
500,24.2,74.1 
510,23.2,70.1 
520,28.3,77 
530,26.2,79.1 
540,30.1,82.2 
