time,connect,request 
0,2.725417909646559,2.8648606329594783 
10,0.45858285442763785,1690.8656294906707 
20,0.3604920464525613,2621.687280893439 
30,0.2198108827983668,3026.588745404677 
40,0.25150273309818993,2557.0440639502117 
50,0.8972824678622625,2458.3548097010607 
60,1.6483291869894519,2480.2326865404348 
70,0.9358001180110874,2196.427218296335 
80,1.1640280098737985,2275.563342608811 
90,1.6950557726640112,2616.9942179971204 
100,2.064559504534752,3471.7314672959637 
110,1.1253726752145967,3585.7743029611447 
120,0.9918885055791302,3840.9765712025805 
130,0.8014453978744369,4877.159598746481 
140,2.347472186894227,4937.984952163968 
150,0.716395910688761,4046.591526124349 
160,0.741384371471044,4411.698702924885 
170,2.191150406782151,5376.840614150721 
180,1.596202213778826,3086.178131355032 
190,0.750102087781813,4361.120767970817 
200,1.0429495514365743,2946.988114596659 
210,0.8110912198212827,3057.4044689259804 
220,1.484187757972818,2650.322865091528 
230,1.6732176504158882,2945.956312797021 
240,1.7443075134906683,3998.60988224949 
250,1.7037486514981566,3517.24165896109 
260,0.24644159424699397,2803.808042060751 
270,0.2528919641972745,2646.234861900741 
280,0.2886791593871506,2576.142853388593 
290,0.9141080790841494,2675.08881368161 
300,0.5235560035840378,2709.4852808196815 
310,4.537652001586284,2334.6100315871386 
318,0,7.902864006168902 
