time,connect,request 
0,0.962,7.981 
10,0.962,7.981 
20,0.933,7.981 
30,0.909,0.352 
40,0.865,0.352 
50,0.771,0.321 
60,0.754,0.321 
70,0.726,0.321 
80,0.726,0.321 
90,0.714,0.321 
100,0.714,0.311 
110,0.714,0.311 
120,0.714,0.311 
130,0.663,0.311 
140,0.663,0.311 
150,0.553,0.311 
160,0.553,0.311 
170,0.553,0.311 
180,0.553,0.3 
190,0.47,0.3 
200,0.47,0.3 
210,0.47,0.3 
220,0.47,0.3 
230,0.47,0.3 
240,0.47,0.3 
250,0.47,0.3 
260,0.47,0.3 
270,0.47,0.3 
280,0.47,0.3 
290,0.47,0.3 
300,0.47,0.3 
310,0.47,0.3 
318,0.47,0.3 
