time,connect,request 
0,12.11,20.046 
10,12.11,5866.76 
20,12.11,9415.432 
30,12.11,12439.581 
40,12.11,12441.137 
50,12.11,12441.137 
60,12.11,12747.938 
70,12.11,12747.938 
80,12.11,12747.938 
90,12.11,12747.938 
100,12.11,15328.72 
110,12.11,17207.613 
120,12.11,17409.107 
130,12.11,17831.526 
140,18.299,22463.514 
150,18.299,22463.514 
160,18.299,22463.514 
170,18.299,27084.608 
180,18.299,27084.608 
190,18.299,27084.608 
200,18.299,27084.608 
210,18.299,27084.608 
220,18.299,27084.608 
230,18.299,27084.608 
240,18.299,27084.608 
250,18.299,27084.608 
260,18.299,27084.608 
270,18.299,27084.608 
280,18.299,27084.608 
290,18.299,27084.608 
300,18.299,27084.608 
310,18.299,27084.608 
318,18.299,27084.608 
