time,size_sent,size_rcv 
0,5.5390625,198.9828125 
10,24.28125,389.28203125 
20,56.65234375,781.278125 
30,93.03671875,1109.92734375 
40,166.99453125,1663.7625 
50,246.74609375,2013.4734375 
60,332.55,2597.1984375 
70,450.75546875,3335.6390625 
80,573.46484375,3917.5328125 
90,681.178125,4372.2765625 
100,794.11875,5168.728125 
110,904.203125,5786.27265625 
120,998.94921875,6035.28515625 
130,1127.41953125,6927.6296875 
140,1242.93515625,7494.6953125 
150,1452.90390625,8383.2640625 
160,1703.3,8900.25390625 
170,2030.41328125,9818.6953125 
180,2453.16328125,10603.16640625 
190,2921.90234375,11747.79609375 
200,3347.553125,12726.2125 
210,3756.04921875,14273.875 
220,4082.696875,15476.48125 
230,4302.8140625,16543.590625 
240,4424.46953125,17114.2046875 
250,4546.6296875,17615.11875 
260,4655.634375,18166.24140625 
270,4726.265625,18457.20234375 
280,4772.56875,18817.86796875 
290,4817.75546875,19048.1578125 
300,4836.27421875,19197.46328125 
310,4866.2671875,19474.7453125 
318,4872.25234375,19490.575 
