time,users_count,finish_users_count 
0,11,0 
10,25,0 
20,41,0 
30,56,0 
40,60,3 
50,60,11 
60,74,30 
70,84,45 
80,100,55 
90,122,58 
100,143,66 
110,150,74 
120,172,81 
130,193,97 
140,212,113 
150,231,140 
160,247,152 
170,270,171 
180,298,189 
190,349,208 
200,387,230 
210,431,246 
220,470,269 
230,506,302 
240,567,349 
250,612,388 
260,678,432 
270,743,469 
280,796,515 
290,856,565 
300,951,622 
310,1058,672 
320,1169,733 
330,1293,791 
340,1400,863 
350,1465,943 
360,1592,1044 
370,1737,1137 
380,1911,1232 
390,2059,1316 
400,2224,1386 
410,2397,1417 
420,2565,1455 
430,2786,1493 
440,2963,1521 
450,3156,1555 
460,3342,1582 
470,3539,1628 
480,3797,1673 
490,4029,1743 
500,4267,1843 
510,4510,1973 
520,4738,2154 
530,4953,2389 
540,5237,2666 
550,5534,2956 
560,5843,3295 
570,6140,3605 
580,6447,3830 
590,6764,4066 
600,7099,4336 
610,7406,4569 
620,7720,4857 
630,7953,5159 
640,8162,5536 
650,8356,5939 
660,8610,6302 
670,8926,6669 
680,9317,7096 
690,9724,7451 
700,10143,7733 
710,10528,7959 
720,10624,8146 
730,10624,8363 
740,10624,8586 
750,10624,8879 
760,10624,9239 
770,10624,9613 
780,10624,10015 
790,10624,10391 
800,10624,10569 
810,10624,10614 
820,10624,10622 
828,10624,10624 
