time,sentpackets@tsung_controller@ip-172-31-22-253 
10,2726 
20,2726 
30,2726 
40,2726 
50,2726 
60,2726 
70,2726 
80,2726 
90,2726 
100,2726 
110,2726 
120,2726 
130,2726 
140,2726 
150,2726 
160,2726 
170,2726 
180,2726 
190,2726 
200,2726 
210,3112 
220,3890 
230,4593 
240,4836 
250,5041 
260,5041 
270,5419 
280,5784 
290,6381 
300,6768 
310,7571 
320,7946 
330,9287 
340,11035 
350,11783 
360,11783 
370,11783 
380,11919 
390,12593 
400,12593 
410,12593 
420,12593 
430,12593 
440,12593 
450,12593 
460,12593 
470,12593 
480,13354 
490,17575 
500,20831 
510,24874 
520,28576 
530,30774 
540,30926 
550,32243 
560,32243 
570,32243 
580,32243 
590,32243 
600,32243 
610,35236 
620,38039 
630,41168 
640,42525 
650,42525 
660,42525 
670,42525 
680,42525 
690,42525 
700,42525 
710,42525 
720,42525 
730,42525 
740,42525 
750,42525 
760,43995 
770,43995 
780,43995 
790,43995 
800,43995 
810,43995 
820,43995 
828,43995 
