time,users,connected 
0,11,11 
10,25,13 
20,41,17 
30,56,15 
40,60,2 
50,60,-7 
60,60,-6 
70,60,-7 
80,60,7 
90,64,18 
100,77,13 
110,83,0 
120,91,15 
130,100,5 
140,100,3 
150,100,-7 
160,100,3 
170,104,4 
180,111,12 
190,141,30 
200,159,16 
210,186,28 
220,201,16 
230,208,1 
240,219,16 
250,234,7 
260,246,18 
270,275,30 
280,287,10 
290,294,9 
300,330,34 
310,387,55 
320,436,52 
330,502,66 
340,540,38 
350,562,-12 
360,562,20 
370,601,53 
380,680,80 
390,743,65 
400,838,93 
410,980,142 
420,1111,127 
430,1294,183 
440,1442,151 
450,1601,142 
460,1760,107 
470,1911,104 
480,2124,52 
490,2287,79 
500,2424,24 
510,2537,-17 
520,2584,59 
530,2587,-71 
540,2598,45 
550,2598,71 
560,2598,-26 
570,2598,-158 
580,2617,63 
590,2701,-10 
600,2767,57 
610,2837,1 
620,2885,-5 
630,2885,-163 
640,2885,-182 
650,2885,-208 
660,2885,-81 
670,2885,145 
680,2885,-11 
690,2885,125 
700,2885,93 
710,2885,148 
720,2885,-128 
730,2885,-428 
740,2885,-266 
750,2885,-275 
760,2885,4 
770,2885,45 
780,2885,-296 
790,2885,-303 
800,2885,-129 
810,2885,-37 
820,2885,-7 
828,2885,-2 
