time,users,connected 
0,11,11 
10,25,24 
20,41,41 
30,56,56 
40,57,58 
50,49,51 
60,44,45 
70,39,38 
80,45,45 
90,64,63 
100,77,76 
110,76,76 
120,91,91 
130,96,96 
140,99,99 
150,91,92 
160,95,95 
170,99,99 
180,109,111 
190,141,141 
200,157,157 
210,185,185 
220,201,201 
230,204,202 
240,218,218 
250,224,225 
260,246,243 
270,274,273 
280,281,283 
290,291,292 
300,329,326 
310,386,381 
320,436,433 
330,502,499 
340,537,537 
350,522,525 
360,548,545 
370,600,598 
380,679,678 
390,743,743 
400,838,836 
410,980,978 
420,1110,1105 
430,1293,1288 
440,1442,1439 
450,1601,1581 
460,1760,1688 
470,1911,1792 
480,2124,1844 
490,2286,1923 
500,2424,1947 
510,2537,1930 
520,2584,1989 
530,2564,1918 
540,2571,1963 
550,2578,2034 
560,2548,2008 
570,2535,1850 
580,2617,1913 
590,2698,1903 
600,2763,1960 
610,2837,1961 
620,2863,1956 
630,2794,1793 
640,2626,1611 
650,2417,1403 
660,2308,1322 
670,2257,1467 
680,2221,1456 
690,2273,1581 
700,2410,1674 
710,2569,1822 
720,2478,1694 
730,2261,1266 
740,2038,1000 
750,1745,725 
760,1385,729 
770,1011,774 
780,609,478 
790,233,175 
800,55,46 
810,10,9 
820,2,2 
828,0,0 
