time,sentpackets@tsung_controller@ip-172-31-19-85 
10,3978 
20,3978 
30,3978 
40,3978 
50,3978 
60,3978 
70,3978 
80,3978 
90,3978 
100,3978 
110,3978 
120,3978 
130,3978 
140,3978 
150,3978 
160,3978 
170,3978 
180,3978 
190,3978 
200,3978 
210,3978 
220,3978 
230,4030 
240,4591 
250,5425 
260,5840 
270,6701 
280,7146 
290,7327 
300,7409 
310,8196 
320,8196 
330,8196 
340,9072 
350,10913 
360,11662 
370,12995 
380,14486 
390,14486 
400,15291 
410,15384 
420,15384 
430,15698 
440,15698 
450,16411 
460,17569 
470,19277 
480,20031 
490,21779 
500,22783 
510,23752 
520,24855 
530,25701 
540,25860 
550,30293 
560,30293 
570,30293 
580,30293 
590,30293 
600,31766 
610,34117 
620,35811 
630,35811 
640,37468 
650,37468 
660,37468 
670,37468 
680,37468 
690,37468 
700,37468 
710,37468 
720,38908 
730,38908 
740,38908 
750,38908 
760,38908 
770,38908 
780,38908 
790,38908 
800,38908 
810,38908 
820,38908 
830,38908 
840,38908 
