time,users,connected 
0,11,11 
10,21,20 
20,30,29 
30,37,37 
40,41,41 
50,39,40 
60,43,43 
70,57,57 
80,66,65 
90,82,82 
100,89,89 
110,69,69 
120,69,69 
130,69,69 
140,75,77 
150,82,82 
160,96,96 
170,104,104 
180,101,102 
190,128,128 
200,143,143 
210,164,163 
220,192,190 
230,208,202 
240,243,233 
250,271,256 
260,293,274 
270,294,273 
280,316,301 
290,296,281 
300,321,299 
310,355,334 
320,388,349 
330,433,368 
340,470,375 
350,499,394 
360,568,442 
370,654,523 
380,717,522 
390,812,586 
400,910,689 
410,964,778 
420,1058,840 
430,1184,976 
440,1305,1082 
450,1396,1115 
460,1502,1187 
470,1590,1259 
480,1693,1328 
490,1813,1429 
500,1885,1467 
510,1937,1482 
520,2003,1506 
530,2045,1528 
540,2087,1578 
550,2172,1618 
560,2261,1684 
570,2312,1773 
580,2400,1787 
590,2447,1738 
600,2518,1785 
610,2611,1819 
620,2657,1891 
630,2685,1891 
640,2655,1870 
650,2617,1819 
660,2603,1831 
670,2638,1911 
680,2632,1958 
690,2693,2023 
700,2684,1922 
710,2691,1843 
720,2406,1570 
730,2094,1361 
740,1749,1163 
750,1408,974 
760,1107,855 
770,846,704 
780,620,529 
790,398,317 
800,106,106 
810,11,11 
820,3,2 
830,1,0 
840,0,0 
842,0,0 
