time,users_count,finish_users_count 
0,1.1,0 
10,1,0 
20,0.9,0 
30,0.7,0 
40,0.5,0.1 
50,0.6,0.8 
60,1.3,0.9 
70,2.3,0.9 
80,2,1.1 
90,1.9,0.3 
100,1.6,0.9 
110,0,2 
120,1.7,1.7 
130,1.8,1.8 
140,2.2,1.6 
150,1.9,1.2 
160,2.1,0.7 
170,2.2,1.4 
180,2.2,2.5 
190,4.1,1.4 
200,3.6,2.1 
210,4.5,2.4 
220,4.7,1.9 
230,5,3.4 
240,6.6,3.1 
250,6,3.2 
260,6.5,4.3 
270,5.4,5.3 
280,7.9,5.7 
290,3.6,5.6 
300,9.5,7 
310,9.5,6.1 
320,8.8,5.5 
330,10.6,6.1 
340,8.6,4.9 
350,10.7,7.8 
360,15.9,9 
370,17.1,8.5 
380,15.9,9.6 
390,16.7,7.2 
400,16.6,6.8 
410,14.6,9.2 
420,17.9,8.5 
430,20.9,8.3 
440,20.6,8.5 
450,17.6,8.5 
460,20.6,10 
470,18.6,9.8 
480,24.7,14.4 
490,24.2,12.2 
500,21.2,14 
510,23.1,17.9 
520,24,17.4 
530,23.6,19.4 
540,27,22.8 
550,30.2,21.7 
560,31.4,22.5 
570,30,24.9 
580,31.6,22.8 
590,28.4,23.7 
600,31.1,24 
610,34,24.7 
620,30.4,25.8 
630,31.2,28.4 
640,25.6,28.6 
650,27.7,31.5 
660,31.7,33.1 
670,35.4,31.9 
680,33.5,34.1 
690,37.2,31.1 
700,31.2,32.1 
710,27.5,26.8 
720,1.8,30.3 
730,0,31.2 
740,0,34.5 
750,0,34.1 
760,0,30.1 
770,0,26.1 
780,0,22.6 
790,0,22.2 
800,0,29.2 
810,0,9.5 
820,0,0.8 
830,0,0.2 
840,0,0.1 
842,0,0 
