time,connect,request 
0,1.152,8.03 
10,1.152,7.397 
20,1.104,5.899 
30,1.086,5.749 
40,1.086,5.386 
50,1.042,5.386 
60,0.917,5.386 
70,0.917,5.386 
80,0.917,5.386 
90,0.917,5.21 
100,0.917,5.21 
110,0.917,5.163 
120,0.917,5.163 
130,0.917,5.163 
140,0.903,5.163 
150,0.839,5.163 
160,0.839,5.163 
170,0.839,5.163 
180,0.839,5.163 
190,0.839,5.163 
200,0.839,5.163 
210,0.839,5.163 
220,0.839,5.163 
230,0.839,5.163 
240,0.763,5.163 
250,0.763,5.163 
260,0.763,5.081 
270,0.763,5.081 
280,0.763,5.081 
290,0.763,5.081 
300,0.763,5.081 
310,0.746,0.333 
320,0.734,0.333 
330,0.533,0.333 
340,0.533,0.333 
350,0.533,0.327 
360,0.533,0.327 
370,0.533,0.327 
380,0.533,0.327 
390,0.486,0.327 
400,0.486,0.327 
410,0.467,0.327 
420,0.467,0.318 
430,0.467,0.318 
440,0.446,0.318 
450,0.427,0.318 
460,0.427,0.318 
470,0.427,0.318 
480,0.427,0.318 
490,0.427,0.318 
500,0.427,0.318 
510,0.427,0.318 
520,0.427,0.318 
530,0.427,0.318 
540,0.427,0.318 
550,0.427,0.318 
560,0.427,0.318 
570,0.427,0.318 
581,0.427,0.318 
590,0.427,0.318 
600,0.427,0.318 
610,0.427,0.318 
620,0.427,0.318 
630,0.427,0.318 
640,0.427,0.318 
650,0.427,0.318 
660,0.427,0.318 
670,0.427,0.318 
680,0.427,0.318 
690,0.427,0.318 
700,0.427,0.318 
710,0.427,0.318 
720,0.427,0.318 
730,0.427,0.318 
740,0.427,0.318 
750,0.427,0.318 
760,0.427,0.318 
770,0.427,0.318 
780,0.427,0.318 
790,0.427,0.318 
800,0.427,0.318 
810,0.427,0.318 
820,0.427,0.318 
830,0.427,0.318 
840,0.427,0.318 
850,0.427,0.318 
860,0.427,0.318 
870,0.427,0.318 
874,0.427,0.318 
