time,users,connected 
0,7,7 
10,14,4 
20,23,5 
30,35,10 
40,42,-4 
50,42,-3 
60,42,11 
70,55,16 
80,64,-4 
90,76,7 
100,81,-2 
110,86,-2 
120,86,-15 
130,86,7 
140,86,6 
150,86,-1 
160,86,13 
170,86,-2 
180,98,9 
190,121,26 
200,150,16 
210,161,-1 
220,177,18 
230,185,-7 
240,204,26 
250,218,7 
260,245,27 
270,260,-6 
280,278,4 
290,302,34 
300,326,16 
310,376,33 
320,407,21 
330,451,20 
340,483,13 
350,510,25 
360,521,6 
370,579,58 
380,660,75 
390,751,63 
400,836,61 
410,879,8 
420,945,6 
430,1009,104 
440,1092,133 
450,1166,50 
460,1231,58 
470,1311,11 
480,1408,29 
490,1487,11 
500,1562,21 
510,1581,30 
520,1581,-56 
530,1581,-276 
540,1581,-157 
550,1581,82 
560,1581,57 
570,1581,-23 
580,1581,64 
590,1581,-36 
600,1581,-14 
610,1581,3 
620,1581,52 
630,1581,35 
640,1581,-2 
650,1581,110 
660,1600,142 
670,1755,207 
680,1844,-27 
690,1958,96 
700,2001,-8 
710,2006,-151 
720,2006,-210 
730,2006,-312 
740,2006,-307 
750,2006,-127 
760,2006,-105 
770,2006,-74 
780,2006,-9 
790,2006,-11 
800,2006,-1 
810,2006,0 
813,2006,0 
