time,502,200,500,422,400,302 
310,57,9694,,23,50,10617 
320,219,10275,,75,216,11188 
330,373,10902,,164,477,11754 
340,402,11753,,223,645,12553 
350,439,12665,10,269,782,13518 
360,597,13635,40,360,1017,14501 
370,799,14584,56,463,1315,15409 
380,1121,15537,59,580,1724,16292 
390,1708,16493,62,762,2485,17172 
400,2555,17444,73,1074,3751,17965 
410,3474,18390,96,1440,5235,18683 
420,4513,19362,121,1833,7064,19366 
430,5505,20435,179,2352,9020,20091 
440,6685,21467,276,2821,10936,20731 
450,7960,22359,378,3308,12979,21235 
460,9126,23259,485,3796,14960,21781 
470,10074,24319,594,4331,16946,22361 
480,11178,25391,706,4862,19071,22935 
490,12198,26484,838,5442,21273,23482 
500,13281,27694,972,6114,23781,24073 
510,14572,28924,1105,6832,26632,24614 
520,16169,30012,1284,7490,29657,25047 
530,17662,31125,1466,8213,32725,25449 
540,19179,32347,1682,8991,35879,25864 
550,20716,33361,1884,9649,38855,26195 
560,22259,34604,2100,10471,42109,26583 
570,23902,35858,2309,11263,45564,26996 
581,25625,37225,2556,12270,49439,27407 
590,27442,38267,2741,13047,53146,27739 
600,29315,39291,2983,13882,56940,28052 
610,31102,40474,3241,14736,60584,28360 
620,32634,41766,3523,15668,64048,28651 
630,34517,42920,3780,16467,67579,28903 
640,35965,44298,4049,17453,71341,29176 
650,37565,45602,4285,18378,75313,29456 
660,38762,46945,4575,19426,79141,29789 
670,40231,48095,4870,20383,82942,30044 
680,41856,49270,5177,21319,86610,30317 
690,43712,50436,5499,22178,90154,30550 
700,45784,51537,5799,22946,93679,30776 
710,47615,52859,6028,23853,97607,31012 
720,49160,54251,6264,24920,101995,31304 
730,50347,55564,6550,26125,106432,31613 
740,51765,56576,6905,27157,110556,31872 
750,52571,57388,7322,28150,113512,32099 
760,52859,57935,7764,28874,115166,32317 
770,52897,58273,8198,29343,115894,32519 
780,52897,58617,8490,29726,116279,32808 
790,52897,58946,8605,29861,116417,33128 
800,52897,59113,8635,29894,116442,33306 
810,52897,59151,8638,29900,116446,33345 
820,52897,59157,8638,29901,116446,33357 
830,52897,59163,8638,29901,116446,33365 
840,52897,59168,8638,29901,116446,33372 
850,52897,59175,8638,29901,116446,33379 
860,52897,59178,8638,29901,116446,33383 
870,52897,59182,8638,29901,116446,33386 
874,52897,59182,8638,29901,116446,33386 
