time,load@tsung_controller@ip-172-31-29-234 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.0 
180,0.0 
190,0.0 
200,0.0 
210,0.16015625 
220,0.21875 
230,0.21875 
240,0.21875 
250,0.21875 
260,0.26171875 
270,0.51953125 
280,0.66015625 
290,0.71875 
300,0.98828125 
310,0.98828125 
320,0.98828125 
330,1.078125 
340,1.078125 
350,1.078125 
360,1.078125 
370,1.078125 
380,1.078125 
390,1.078125 
400,1.08984375 
410,1.08984375 
420,1.08984375 
430,1.21875 
440,1.21875 
450,1.21875 
460,1.30859375 
470,1.30859375 
480,1.30859375 
490,1.30859375 
500,1.30859375 
510,1.328125 
520,1.328125 
530,1.328125 
540,1.328125 
550,1.37109375 
560,1.37109375 
570,1.37109375 
580,1.44921875 
590,1.44921875 
600,1.44921875 
610,1.44921875 
620,1.44921875 
630,1.44921875 
640,1.44921875 
650,1.44921875 
660,1.44921875 
670,1.44921875 
680,1.44921875 
690,1.44921875 
700,1.44921875 
710,1.44921875 
720,1.44921875 
730,1.44921875 
740,1.44921875 
750,1.44921875 
760,1.44921875 
770,1.44921875 
780,1.44921875 
790,1.44921875 
800,1.44921875 
810,1.44921875 
