time,users_count,finish_users_count 
0,0.8,0 
10,0.6,0 
20,1.1,0 
30,0.6,0 
40,0.9,0.1 
50,1.1,0.6 
60,2.2,0.7 
70,1.6,1.1 
80,2.9,0.9 
90,1.2,1 
100,1.4,1.5 
110,0,1.9 
120,1.5,1.6 
130,1.8,1.7 
140,1.9,1.8 
150,2.8,0.8 
160,2.2,0.7 
170,1.5,1.9 
180,3.2,1.2 
190,3.2,2.2 
200,3.2,2.1 
210,3.2,1.8 
220,3.6,2.5 
230,4.1,3.3 
240,5.8,2.3 
250,5.3,3.1 
260,5.8,2.5 
270,6,3.5 
280,6,3.5 
290,4,3.6 
300,9.2,2 
310,10.4,3.1 
320,9.2,3.6 
330,10.6,2.9 
340,11.5,3.6 
350,9.6,4.4 
360,15,4.6 
370,15.5,5.8 
380,16,4.8 
390,15.7,5.5 
400,16.6,7.2 
410,14.4,12.5 
420,15.8,12.3 
430,20.1,13.3 
440,19.1,16.4 
450,18.7,21.7 
460,18.8,20 
470,19.7,17 
480,22.1,15.1 
490,23.5,18.6 
500,22,16.7 
510,25,18.2 
520,23.7,21.4 
530,23.2,22.3 
540,27.3,23.5 
550,28.3,24.9 
560,28.9,25.2 
570,29,21.6 
581,26.3,24.1 
590,18.2,23.5 
600,23,26.4 
610,31.3,30.2 
620,34.8,27.7 
630,33.8,29.6 
640,28.6,25.6 
650,20.7,22.1 
660,14.2,21 
670,20.4,26.2 
680,34.3,30.4 
690,39,29.8 
700,38.5,33 
710,34.6,25.8 
720,5.4,22.9 
730,0,22.4 
740,0,26.7 
750,0,31.5 
760,0,27.4 
770,0,27.6 
780,0,27 
790,0,12.9 
800,0,8.4 
810,0,2.4 
820,0,0.4 
830,0,0 
840,0,0 
850,0,0.2 
860,0,0 
870,0,0.2 
874,0,0 
