time,sentpackets@tsung_controller@ip-172-31-30-146 
10,89 
20,107.0 
30,362.0 
40,585.0 
50,944.0 
60,1089.0 
70,1204.0 
80,1403.0 
90,1619.0 
100,1782.0 
110,2047.0 
120,1756.0 
130,1733.0 
140,1535.0 
150,1407.0 
160,2007.0 
170,2052.0 
180,2267.0 
190,2474.0 
200,2445.0 
210,2874.0 
220,3145.0 
230,3445.0 
240,3578.0 
250,4629.0 
260,4944.0 
270,5125.0 
280,5338.0 
290,5154.0 
300,4650.0 
310,5597.0 
320,5817.0 
330,6454.0 
340,7395.0 
350,8560.0 
360,8697.0 
370,10128.0 
380,10172.0 
390,11082.0 
400,13202.0 
410,16057.0 
420,1.8e4 
430,19726.0 
440,20685.0 
450,20189.0 
460,20709.0 
470,20149.0 
480,20819.0 
490,21580.0 
500,22922.0 
510,24248.0 
520,26257.0 
530,26927.0 
540,27213.0 
550,27754.0 
560,28445.0 
570,28878.0 
581,29957.0 
590,31685.0 
600,33290.0 
610,32458.0 
620,31217.0 
630,31032.0 
640,31007.0 
650,33069.0 
660,33523.0 
670,35136.0 
680,34132.0 
690,31802.0 
700,30322.0 
710,3.13e4 
720,33918.0 
730,36764.0 
740,35034.0 
750,28471.0 
760,19648.0 
770,11677.0 
780,7354.0 
790,5044.0 
800,2870.0 
810,1137.0 
820,724.0 
830,653.0 
840,178.0 
850,676.0 
860,599.0 
870,412.0 
