time,page 
0,33.855 
10,163.446 
20,172.493 
30,172.493 
40,172.493 
50,190.875 
60,190.875 
70,257.931 
80,327.16 
90,327.16 
100,327.16 
110,327.16 
120,327.16 
130,329.255 
140,329.255 
150,329.255 
160,329.255 
170,329.255 
180,329.255 
190,329.255 
200,397.349 
210,397.349 
220,562.895 
230,562.895 
240,618.632 
250,666.033 
260,1080.064 
270,1213.758 
280,2738.233 
290,3996.524 
300,4278.912 
310,5707.642 
320,6469.715 
330,6536.18 
340,6536.18 
350,6536.18 
360,6536.18 
370,6536.18 
380,6536.18 
390,6536.18 
400,6536.18 
410,6536.18 
420,6536.18 
430,6536.18 
440,6536.18 
450,6910.255 
460,6910.255 
470,6910.255 
480,6910.255 
490,6910.255 
500,6910.255 
510,6910.255 
520,6910.255 
530,6910.255 
540,6910.255 
550,6910.255 
560,6910.255 
570,6910.255 
581,6910.255 
590,6910.255 
600,6910.255 
610,6910.255 
620,6910.255 
630,6910.255 
640,6910.255 
650,6910.255 
660,6910.255 
670,6910.255 
680,6910.255 
690,6910.255 
700,7101.511 
710,7101.511 
720,7101.511 
730,7101.511 
740,7101.511 
750,7101.511 
760,7371.927 
770,8550.83 
780,9211.71 
790,9211.71 
800,57679.149 
810,57679.149 
820,57679.149 
830,57679.149 
840,57679.149 
850,57679.149 
860,57679.149 
870,57679.149 
874,57679.149 
