time,freemem@tsung_controller@ip-172-31-30-146 
0,3514.00390625 
10,3514.00390625 
20,3513.65625 
30,3506.51953125 
40,3498.15234375 
50,3489.32421875 
60,3480.6328125 
70,3478.4453125 
80,3476.65625 
90,3471.58203125 
100,3464.32421875 
110,3464.32421875 
120,3462.7734375 
130,3462.7734375 
140,3462.51171875 
150,3462.51171875 
160,3458.28515625 
170,3458.28515625 
180,3457.859375 
190,3448.52734375 
200,3447.44921875 
210,3435.69140625 
220,3426.69921875 
230,3420.73046875 
240,3411.90234375 
250,3398.98046875 
260,3381.49609375 
270,3363.5 
280,3351.8203125 
290,3329.99609375 
300,3329.99609375 
310,3296.01953125 
320,3279.31640625 
330,3258.9453125 
340,3217.26953125 
350,3187.5078125 
360,3134.109375 
370,3113.8125 
380,3078.83984375 
390,3033.1640625 
400,3032.69140625 
410,3018.51171875 
420,3018.51171875 
430,3018.51171875 
440,3018.51171875 
450,3018.51171875 
460,3018.51171875 
470,3018.51171875 
480,3018.51171875 
490,3018.51171875 
500,3012.3515625 
510,3012.3515625 
520,2996.125 
530,2996.125 
540,2996.125 
550,2990.50390625 
560,2990.02734375 
570,2989.50390625 
581,2980.6875 
590,2960.54296875 
600,2960.54296875 
610,2960.54296875 
620,2960.54296875 
630,2960.54296875 
640,2960.54296875 
650,2960.54296875 
660,2948.71484375 
670,2948.71484375 
680,2948.71484375 
690,2948.71484375 
700,2948.71484375 
710,2948.71484375 
720,2948.71484375 
730,2948.71484375 
740,2948.71484375 
750,2948.71484375 
760,2948.71484375 
770,2948.71484375 
780,2948.71484375 
790,2948.71484375 
800,2948.71484375 
810,2948.71484375 
820,2948.71484375 
830,2948.71484375 
840,2948.71484375 
850,2948.71484375 
860,2948.71484375 
870,2948.71484375 
