time,users_count,finish_users_count 
0,0.9,0 
10,0.6,0 
20,1.5,0 
30,0.7,0 
40,0.8,0.4 
50,0.9,0.4 
60,0.5,0.9 
70,2.1,1.4 
80,1.7,0.6 
90,0.8,1 
100,1.7,0.5 
110,1.4,1.2 
120,2,1.8 
130,2.3,1.6 
140,1.5,1.1 
150,1.7,1.2 
160,1.8,1.4 
170,2.4,2.1 
180,3.7,1.9 
190,3.7,1.5 
200,3.9,1.5 
210,3.5,2.4 
220,3.5,3.2 
230,4.6,3.3 
240,6,3.1 
250,7.1,3.7 
260,6.8,4.7 
270,5.1,3.5 
280,5.8,4.9 
290,5.9,5.7 
300,9.1,7 
310,10.6,5.1 
320,10.6,6.5 
330,9.4,4.9 
340,9.2,3.9 
350,11.5,4.3 
360,12.1,4.7 
370,15.4,4.8 
380,17.5,3.6 
390,17,3.2 
400,17.5,3.1 
410,16.3,3.9 
420,16.4,6.2 
430,18.4,7 
440,21,11.7 
450,19.1,15.7 
460,18,20 
470,18.9,21.8 
480,21.9,22.7 
490,27.4,23.6 
500,23,18.9 
510,25.2,18.3 
520,23.2,19.3 
530,24,20.2 
540,29,20.5 
550,33.3,25.2 
560,31.1,24.5 
570,34.8,27 
580,32.6,26.2 
590,32.2,27.5 
600,34.4,32.4 
610,36,31.2 
620,39.7,35 
630,35.1,31.9 
640,33.3,31.5 
650,29.8,30.8 
660,36.2,36.6 
670,38.9,38.6 
680,38.7,37.1 
690,39.1,36.5 
700,36.8,34.4 
710,33.2,36.1 
720,8.1,32.8 
730,0,34.9 
740,0,36.7 
750,0,34 
760,0,24.7 
770,0,19.8 
780,0,14.2 
790,0,8.6 
800,0,8.9 
810,0,11 
820,0,13.9 
830,0,11.4 
838,0,0.6 
