time,sentpackets@tsung_controller@ip-172-31-29-45 
10,122 
20,233 
30,514 
40,681 
50,1220 
60,1220 
70,1220 
80,1220 
90,1238 
100,1431 
110,1902 
120,1902 
130,1902 
140,1902 
150,1919 
160,2236 
170,2387 
180,2387 
190,2647 
200,2974 
210,3545 
220,4052 
230,4661 
240,4915 
250,5183 
260,5842 
270,6229 
280,7065 
290,7516 
300,7536 
310,7536 
320,8094 
330,8855 
340,9216 
350,9216 
360,9216 
370,9216 
380,9260 
390,9260 
400,9260 
410,10491 
420,13474 
430,17150 
440,20162 
450,22964 
460,23531 
470,24622 
480,24622 
490,24622 
500,24622 
510,24622 
520,24622 
530,26680 
540,27730 
550,28818 
560,29481 
570,29915 
580,31997 
590,33870 
600,35101 
610,36520 
620,36668 
630,37109 
640,37967 
650,40056 
660,41013 
670,41013 
680,41013 
690,41013 
700,41013 
710,41013 
720,41830 
730,41830 
740,41830 
750,41830 
760,41830 
770,41830 
780,41830 
790,41830 
800,41830 
810,41830 
820,41830 
830,41830 
838,41830 
