time,size_sent,size_rcv 
0,3.34609375,116.5609375 
10,18.3859375,335.70078125 
20,74.42265625,991.8875 
30,170.22265625,1964.4171875 
40,325.04453125,3437.4890625 
50,495.2578125,5077.4125 
60,669.55859375,6586.63984375 
70,814.46875,7989.99609375 
80,972.47578125,9538.365625 
90,1172.92890625,11460.8671875 
100,1438.06015625,14037.0203125 
110,1707.4703125,16483.95546875 
120,1967.51171875,18835.73671875 
130,2206.09453125,21226.775 
140,2484.5703125,23804.00703125 
150,2806.94609375,26832.3515625 
160,3143.1890625,29862.6015625 
170,3457.93203125,32759.1109375 
180,3804.07890625,36136.03359375 
190,4195.115625,40057.2890625 
200,4689.8390625,44811.6109375 
210,5289.78515625,50353.478125 
220,5941.95703125,56439.13125 
230,6637.71640625,62931.73203125 
240,7314.41015625,69507.62734375 
250,8116.93984375,77186.02421875 
260,8998.94140625,85436.78515625 
270,10045.55078125,95195.0859375 
280,11146.83125,105366.35078125 
290,12276.02578125,115671.14140625 
300,13327.5234375,125812.28515625 
310,14418.7015625,136188.40390625 
320,15661.8796875,147928.5765625 
330,17006.00546875,160186.090625 
340,18343.2625,172387.10234375 
350,19634.54765625,184356.46875 
360,20925.49375,196736.00703125 
370,22186.37890625,208840.12734375 
380,23431.52109375,220757.0546875 
390,24697.42734375,232772.30625 
400,25994.3703125,243862.26640625 
410,27668.02734375,256008.3578125 
420,29688.13671875,267996.27734375 
430,32017.30625,280960.51640625 
440,34623.7828125,294027.1546875 
450,37234.78515625,305979.103125 
460,40000.1765625,319210.86640625 
470,42687.9640625,332812.9078125 
480,45231.76640625,346211.834375 
490,47770.45,359925.6265625 
500,50310.08671875,373518.278125 
510,53057.85234375,386314.190625 
520,55860.19765625,398829.571875 
530,58988.78515625,412547.12734375 
540,62151.6328125,426647.38828125 
550,65485.92421875,440358.38984375 
560,68864.42578125,453735.128125 
570,72448.8140625,468394.91171875 
580,76238.0734375,483167.90625 
590,80207.95078125,497520.56796875 
600,84088.59609375,512249.25390625 
610,88184.69921875,527449.09375 
620,92350.80234375,542716.36875 
630,96503.484375,558276.065625 
640,100971.7328125,574186.2265625 
650,105491.9359375,589817.0734375 
660,109994.85,605449.96796875 
670,114206.97109375,620708.77890625 
680,118742.5875,637268.0875 
690,122904.05703125,651590.615625 
700,127331.40078125,667859.88203125 
710,131847.80703125,684028.065625 
720,136363.46328125,698300.6765625 
730,140478.93125,710997.2109375 
740,143680.34453125,721910.6046875 
750,146092.83984375,731919.83828125 
760,147546.9171875,740373.78515625 
770,148549.3984375,747693.9796875 
780,149403.17578125,754092.2171875 
790,150141.8015625,760791.43125 
800,150907.38359375,767385.02578125 
810,151690.503125,774423.36015625 
820,152427.5328125,780487.15859375 
830,152650.03984375,781687.89453125 
838,152656.9875,781700.8640625 
