time,users,connected 
0,9,9 
10,15,6 
20,30,14 
30,37,8 
40,42,4 
50,47,5 
60,47,-4 
70,49,5 
80,60,12 
90,63,-1 
100,71,13 
110,76,1 
120,76,2 
130,85,6 
140,88,5 
150,90,4 
160,95,4 
170,98,4 
180,115,18 
190,137,22 
200,162,24 
210,174,12 
220,183,2 
230,190,14 
240,218,27 
250,251,34 
260,272,19 
270,293,18 
280,297,7 
290,304,-1 
300,320,23 
310,375,57 
320,416,41 
330,461,41 
340,514,56 
350,586,70 
360,660,75 
370,767,109 
380,905,136 
390,1043,140 
400,1188,45 
410,1311,39 
420,1414,-23 
430,1527,-46 
440,1621,24 
450,1658,33 
460,1658,-71 
470,1658,48 
480,1658,11 
490,1658,23 
500,1685,21 
510,1745,-15 
520,1788,7 
530,1825,-46 
540,1907,109 
550,1989,165 
560,2060,8 
570,2132,75 
580,2203,-59 
590,2250,34 
600,2265,-26 
610,2314,82 
620,2369,44 
630,2406,2 
640,2410,-18 
650,2410,-62 
660,2413,70 
670,2417,-3 
680,2437,45 
690,2452,-6 
700,2476,-2 
710,2476,-98 
720,2476,-196 
730,2476,-235 
740,2476,-101 
750,2476,-86 
760,2476,-68 
770,2476,-118 
780,2476,-111 
790,2476,-82 
800,2476,-85 
810,2476,-107 
820,2476,-141 
830,2476,-115 
838,2476,-6 
