time,recvpackets@tsung_controller@ip-172-31-29-45 
10,154 
20,374 
30,825 
40,1206 
50,1995 
60,1995 
70,1995 
80,1995 
90,2026 
100,2296 
110,3204 
120,3204 
130,3204 
140,3204 
150,3207 
160,3730 
170,3809 
180,3809 
190,4218 
200,4846 
210,6149 
220,6716 
230,7619 
240,8136 
250,8640 
260,9611 
270,10558 
280,12205 
290,12847 
300,12847 
310,12847 
320,13460 
330,15078 
340,16238 
350,16238 
360,16238 
370,16238 
380,16238 
390,16238 
400,16238 
410,17471 
420,20542 
430,25172 
440,28458 
450,31552 
460,31764 
470,33252 
480,33252 
490,33252 
500,33252 
510,33252 
520,33252 
530,35363 
540,36374 
550,37367 
560,38036 
570,38274 
580,40898 
590,42912 
600,44212 
610,45971 
620,45971 
630,46493 
640,47843 
650,49437 
660,50529 
670,50529 
680,50529 
690,50529 
700,50529 
710,50529 
720,51872 
730,51872 
740,51872 
750,51872 
760,51872 
770,51872 
780,51872 
790,51872 
800,51872 
810,51872 
820,51872 
830,51872 
838,51872 
