time,users_count,finish_users_count 
0,2,0 
10,15,0 
20,29,0 
30,35,0 
40,49,0 
50,54,3 
60,69,14 
70,83,26 
80,97,40 
90,108,50 
100,123,60 
110,138,69 
120,152,81 
130,179,100 
140,191,114 
150,211,124 
160,235,141 
170,253,157 
180,272,173 
190,310,196 
200,353,216 
210,401,236 
220,428,257 
230,464,281 
240,501,312 
250,564,352 
260,632,392 
270,682,432 
280,748,453 
290,808,489 
300,885,538 
310,985,572 
320,1081,597 
330,1179,637 
340,1282,672 
350,1372,720 
360,1492,779 
370,1664,873 
380,1823,1001 
390,1971,1120 
400,2144,1214 
410,2311,1330 
420,2476,1475 
430,2653,1630 
440,2819,1786 
450,2992,1963 
460,3212,2146 
470,3379,2304 
480,3589,2480 
490,3820,2649 
500,4042,2811 
510,4277,3012 
520,4513,3202 
530,4708,3423 
540,4972,3642 
550,5296,3874 
560,5628,4112 
570,5943,4311 
580,6202,4551 
590,6491,4831 
600,6821,5128 
610,7216,5456 
620,7648,5777 
630,8011,6043 
640,8300,6329 
650,8603,6642 
660,8851,6987 
670,9202,7396 
680,9656,7784 
690,10068,8141 
700,10422,8435 
710,10753,8705 
720,10972,9042 
730,10972,9417 
740,10972,9812 
750,10972,10152 
760,10972,10488 
770,10972,10702 
780,10972,10845 
790,10972,10929 
800,10972,10957 
810,10972,10971 
816,10972,10972 
