time,recvpackets@tsung_controller@ip-172-31-28-10 
10,40 
20,225 
30,493 
40,829 
50,1731 
60,2003 
70,2059 
80,2059 
90,2059 
100,2059 
110,2325 
120,2340 
130,2434 
140,2466 
150,2466 
160,2695 
170,3188 
180,3242 
190,3634 
200,3814 
210,4217 
220,4938 
230,5760 
240,6598 
250,6638 
260,7080 
270,7896 
280,8796 
290,9488 
300,9488 
310,9488 
320,9488 
330,9748 
340,11323 
350,12841 
360,14679 
370,16955 
380,16955 
390,16955 
400,17771 
410,20986 
420,22085 
430,22935 
440,23437 
450,23701 
460,23701 
470,23701 
480,23701 
490,24706 
500,25432 
510,26308 
520,26932 
530,29018 
540,29018 
550,29096 
560,29342 
570,31819 
580,33722 
590,36580 
600,37970 
610,37970 
620,37970 
630,38694 
640,40425 
650,49399 
660,49399 
670,49399 
680,49399 
690,49399 
700,49399 
710,49399 
720,49399 
730,49399 
740,49399 
750,49399 
760,49399 
770,49399 
780,49399 
790,49399 
800,49399 
810,49399 
816,49399 
