time,sentpackets@tsung_controller@ip-172-31-28-10 
10,29 
20,183 
30,337 
40,521 
50,1290 
60,1457 
70,1457 
80,1457 
90,1457 
100,1457 
110,1646 
120,1646 
130,1646 
140,1646 
150,1646 
160,1678 
170,2053 
180,2059 
190,2476 
200,2586 
210,2723 
220,3308 
230,3598 
240,4092 
250,4092 
260,4466 
270,4963 
280,5198 
290,5545 
300,5545 
310,5545 
320,5545 
330,6000 
340,7077 
350,8189 
360,10461 
370,12569 
380,12991 
390,13618 
400,14675 
410,16949 
420,18079 
430,19219 
440,19839 
450,20312 
460,20312 
470,20312 
480,20312 
490,21001 
500,21916 
510,23266 
520,23622 
530,25020 
540,25020 
550,25761 
560,26132 
570,28017 
580,30583 
590,33030 
600,34519 
610,34519 
620,34519 
630,34870 
640,36976 
650,45097 
660,45097 
670,45097 
680,45097 
690,45097 
700,45097 
710,45097 
720,45097 
730,45097 
740,45097 
750,45097 
760,45097 
770,45097 
780,45097 
790,45097 
800,45097 
810,45097 
816,45097 
