time,users_count,finish_users_count 
0,0.2,0 
10,1.3,0 
20,1.4,0 
30,0.6,0 
40,1.4,0 
50,0.5,0.3 
60,1.5,1.1 
70,1.4,1.2 
80,1.4,1.4 
90,1.1,1 
100,1.5,1 
110,1.5,0.9 
120,1.4,1.2 
130,2.7,1.9 
140,1.2,1.4 
150,2,1 
160,2.4,1.7 
170,1.8,1.6 
180,1.9,1.6 
190,3.8,2.3 
200,4.3,2 
210,4.8,2 
220,2.7,2.1 
230,3.6,2.4 
240,3.7,3.1 
250,6.3,4 
260,6.8,4 
270,5,4 
280,6.6,2.1 
290,6,3.6 
300,7.7,4.9 
310,10,3.4 
320,9.6,2.5 
330,9.8,4 
340,10.3,3.5 
350,9,4.8 
360,12,5.9 
370,17.2,9.4 
380,15.9,12.8 
390,14.8,11.9 
400,17.3,9.4 
410,16.7,11.6 
420,16.5,14.5 
430,17.7,15.5 
440,16.6,15.6 
450,17.3,17.7 
460,22,18.3 
470,16.7,15.8 
480,21,17.6 
490,23.1,16.9 
500,22.2,16.2 
510,23.5,20.1 
520,23.6,19 
530,19.5,22.1 
540,26.4,21.9 
550,32.4,23.2 
560,33.2,23.8 
570,31.5,19.9 
580,25.9,24 
590,28.9,28 
600,33,29.7 
610,39.5,32.8 
620,43.2,32.1 
630,36.3,26.6 
640,28.9,28.6 
650,30.3,31.3 
660,24.8,34.5 
670,35.1,40.9 
680,45.4,38.8 
690,41.2,35.7 
700,35.4,29.4 
710,33.1,27 
720,21.9,33.7 
730,0,37.5 
740,0,39.5 
750,0,34 
760,0,33.6 
770,0,21.4 
780,0,14.3 
790,0,8.4 
800,0,2.8 
810,0,1.4 
816,0,0.1 
