time,load@tsung_controller@ip-172-31-28-10 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.0 
180,0.0 
190,0.0 
200,0.1484375 
210,0.12109375 
220,0.1015625 
230,0.08984375 
240,0.0703125 
250,0.05859375 
260,0.05078125 
270,0.0390625 
280,0.0390625 
290,0.03125 
300,0.01953125 
310,0.01953125 
320,0.08984375 
330,0.23828125 
340,0.19921875 
350,0.3984375 
360,0.41015625 
370,0.51171875 
380,0.578125 
390,0.48828125 
400,0.6484375 
410,1.01953125 
420,0.859375 
430,0.890625 
440,0.91015625 
450,1.01171875 
460,0.8515625 
470,0.71875 
480,0.83984375 
490,0.87109375 
500,0.80859375 
510,0.76953125 
520,0.9609375 
530,1.0390625 
540,1.1796875 
550,1.23828125 
560,1.19921875 
570,1.23828125 
580,1.2890625 
590,1.3203125 
600,1.3515625 
610,1.44921875 
620,1.37890625 
630,1.3203125 
640,1.26953125 
650,1.23046875 
660,1.19140625 
670,1.16015625 
680,1.2109375 
690,1.1796875 
700,1.1484375 
710,1.12890625 
720,1.109375 
730,1.23828125 
740,1.28125 
750,1.390625 
760,1.41015625 
770,1.19140625 
780,1.08984375 
790,1.0703125 
800,0.8984375 
810,0.76171875 
816,0.640625 
