time,page 
0,0.2 
10,1.4 
20,3.9 
30,9 
40,14.9 
50,19.7 
60,22.7 
70,22.8 
80,20.9 
90,22.5 
100,25.1 
110,28.7 
120,27.7 
130,31.1 
140,27.5 
150,31.7 
160,37.1 
170,38.9 
180,41.9 
190,43.8 
200,45.9 
210,53.2 
220,63.3 
230,67.1 
240,74.4 
250,77.1 
260,82.3 
270,89.2 
280,93.8 
290,94.7 
300,94.8 
310,88.1 
320,99 
330,120 
340,146.4 
350,176.1 
360,201.1 
370,220.1 
380,226.6 
390,231.5 
400,269.6 
410,300.4 
420,328.7 
430,338.1 
440,351 
450,341 
460,340.4 
470,339.8 
480,364.6 
490,360.7 
500,420 
510,403.7 
520,437.6 
530,447 
540,452 
550,468.8 
560,474.6 
570,588.2 
580,535.8 
590,613.2 
600,610.6 
610,606.8 
620,621.6 
630,622.6 
640,701.9 
650,757.6 
660,705.9 
670,687.3 
680,684.3 
690,659.9 
700,619.2 
710,685.1 
720,759.8 
730,703.7 
740,586 
750,402.2 
760,258.9 
770,124.4 
780,89.4 
790,45.5 
800,15.7 
810,3.9 
816,0.3 
