time,session 
50,0.3 
60,1.1 
70,1.2 
80,1.4 
90,1 
100,1 
110,0.9 
120,1.2 
130,1.9 
140,1.4 
150,1 
160,1.7 
170,1.6 
180,1.6 
190,2.3 
200,2 
210,2 
220,2.1 
230,2.4 
240,3.1 
250,4 
260,4 
270,4 
280,2.1 
290,3.6 
300,4.9 
310,3.4 
320,2.5 
330,4 
340,3.5 
350,4.8 
360,5.9 
370,9.4 
380,12.8 
390,11.9 
400,9.4 
410,11.6 
420,14.5 
430,15.5 
440,15.6 
450,17.7 
460,18.3 
470,15.8 
480,17.6 
490,16.9 
500,16.2 
510,20.1 
520,19 
530,22.1 
540,21.9 
550,23.2 
560,23.8 
570,19.9 
580,24 
590,28 
600,29.7 
610,32.8 
620,32.1 
630,26.6 
640,28.6 
650,31.3 
660,34.5 
670,40.9 
680,38.8 
690,35.7 
700,29.4 
710,27 
720,33.7 
730,37.5 
740,39.5 
750,34 
760,33.6 
770,21.4 
780,14.3 
790,8.4 
800,2.8 
810,1.4 
816,0.1 
