time,users,connected 
0,9,9 
10,19,10 
20,25,6 
30,29,4 
40,35,5 
50,39,2 
60,43,7 
70,57,14 
80,65,6 
90,67,2 
100,72,5 
110,72,0 
120,81,11 
130,81,-7 
140,86,11 
150,96,10 
160,113,15 
170,116,-4 
180,124,17 
190,146,22 
200,167,19 
210,186,22 
220,207,21 
230,222,15 
240,232,7 
250,268,37 
260,302,30 
270,357,54 
280,407,48 
290,434,4 
300,497,23 
310,575,57 
320,611,-28 
330,631,17 
340,656,-18 
350,656,-15 
360,698,62 
370,775,70 
380,859,17 
390,931,1 
400,958,-33 
410,982,13 
420,992,21 
430,992,29 
440,1002,-11 
450,1045,27 
460,1095,12 
470,1115,-9 
480,1178,36 
490,1272,94 
500,1306,-18 
510,1344,5 
520,1371,-51 
530,1392,15 
540,1403,55 
550,1499,94 
560,1578,23 
570,1661,19 
580,1720,-47 
590,1799,54 
600,1823,17 
610,1908,91 
620,1930,-12 
630,1970,-36 
640,2007,22 
650,2048,23 
660,2077,23 
670,2121,22 
680,2156,0 
690,2162,-14 
700,2162,-3 
710,2162,-70 
720,2162,-237 
730,2162,-269 
740,2162,-87 
750,2162,-41 
760,2162,-78 
770,2162,-182 
780,2162,-60 
790,2162,-18 
800,2162,-6 
810,2162,-1 
820,2162,0 
830,2162,1 
834,2162,-1 
