time,freemem@tsung_controller@ip-172-31-29-45 
0,3505.4921875 
10,3508.81640625 
20,3505.91796875 
30,3498.66015625 
40,3490.58984375 
50,3479.92578125 
60,3482.859375 
70,3477.890625 
80,3471.7421875 
90,3467.87890625 
100,3464.98828125 
110,3461.12109375 
120,3458.953125 
130,3459.56640625 
140,3463.81640625 
150,3459.828125 
160,3454.390625 
170,3452.57421875 
180,3448.3671875 
190,3448.984375 
200,3446.0390625 
210,3418.625 
220,3410.68359375 
230,3400.625 
240,3400.0078125 
250,3379.140625 
260,3363.32421875 
270,3349.02734375 
280,3345.6328125 
290,3311.86328125 
300,3303.859375 
310,3273.625 
320,3258.94921875 
330,3253.26953125 
340,3256.47265625 
350,3246.2265625 
360,3246.96875 
370,3247.3203125 
380,3248.28125 
390,3248.06640625 
400,3230.90234375 
410,3229.2265625 
420,3231.546875 
430,3231.62109375 
440,3231.94921875 
450,3232.359375 
460,3232.16796875 
470,3232.56640625 
480,3230.796875 
490,3230.83984375 
500,3229.94140625 
510,3231.3359375 
520,3232.12890625 
530,3231.40234375 
540,3230.984375 
550,3232.8125 
560,3231.9375 
570,3216.078125 
580,3212.2578125 
590,3195.7421875 
600,3131.9765625 
610,3131.0546875 
620,3134.828125 
630,3139.0625 
640,3143.2578125 
650,3139.98046875 
660,3138.9140625 
670,3137.90625 
680,3120.07421875 
690,3121.70703125 
700,3106.48828125 
710,3058.265625 
720,3042.31640625 
730,3043.54296875 
740,3046.94921875 
750,3055.68359375 
760,3067.1640625 
770,3086.94140625 
780,3174.05078125 
790,3194.96484375 
800,3227.5234375 
810,3227.81640625 
820,3228.98828125 
830,3229.23046875 
834,3230.2578125 
