time,cpu@tsung_controller@ip-172-31-29-45 
0,11.28930890807942 
10,11.28930890807942 
20,11.28930890807942 
30,11.28930890807942 
40,11.28930890807942 
50,11.28930890807942 
60,11.28930890807942 
70,11.28930890807942 
80,11.28930890807942 
90,11.28930890807942 
100,11.28930890807942 
110,11.28930890807942 
120,11.28930890807942 
130,11.28930890807942 
140,11.28930890807942 
150,11.28930890807942 
160,11.28930890807942 
170,11.28930890807942 
180,11.28930890807942 
190,11.28930890807942 
200,11.28930890807942 
210,11.28930890807942 
220,11.28930890807942 
230,11.28930890807942 
240,11.28930890807942 
250,11.28930890807942 
260,11.28930890807942 
270,11.28930890807942 
280,11.28930890807942 
290,11.28930890807942 
300,12.072434607645874 
310,17.50503018108652 
320,22.968906720160483 
330,27.344521224086872 
340,29.764243614931235 
350,31.08910891089109 
360,31.08910891089109 
370,32.9126213592233 
380,32.9126213592233 
390,36.12204724409449 
400,40.68767908309456 
410,43.320610687022906 
420,43.320610687022906 
430,43.320610687022906 
440,43.320610687022906 
450,43.320610687022906 
460,44.33872502378687 
470,44.834123222748815 
480,45.1071761416589 
490,45.1071761416589 
500,45.4632282712512 
510,46.12476370510397 
520,46.51384909264566 
530,46.774193548387096 
540,46.774193548387096 
550,47.243346007604565 
560,47.243346007604565 
570,47.26749760306807 
580,47.45437079731028 
590,48.19512195121951 
600,48.6646884272997 
610,48.6646884272997 
620,48.81656804733728 
630,49.157581764122895 
640,49.20159680638723 
650,49.45705824284304 
660,49.45705824284304 
670,49.45705824284304 
680,49.45705824284304 
690,49.45705824284304 
700,49.45705824284304 
710,49.45705824284304 
720,49.45705824284304 
730,49.45705824284304 
740,49.45705824284304 
750,49.45705824284304 
760,49.45705824284304 
770,49.45705824284304 
780,49.45705824284304 
790,49.45705824284304 
800,49.45705824284304 
810,49.45705824284304 
820,49.45705824284304 
830,49.45705824284304 
834,49.45705824284304 
