time,users_count,finish_users_count 
0,0.9,0 
10,1,0 
20,0.6,0 
30,0.4,0 
40,0.6,0.1 
50,1.1,0.9 
60,1.1,0.6 
70,1.7,0.1 
80,1.5,0.7 
90,1,0.9 
100,1.8,1.5 
110,0.9,0.9 
120,2.4,1.3 
130,1.3,1.9 
140,2.5,1.3 
150,2,1 
160,3,1.6 
170,1.3,1.7 
180,3.7,2 
190,4.4,2.1 
200,4,2.2 
210,4.3,2.2 
220,4,1.8 
230,3.6,2.3 
240,3.9,2.7 
250,6.3,2.8 
260,6.1,2.6 
270,7.6,2.1 
280,6.7,1.7 
290,5.4,2.8 
300,8.8,2.5 
310,10.9,3 
320,8.4,4.8 
330,8.2,6.3 
340,11,8.7 
350,9,9.3 
360,13.9,9.1 
370,18.4,10.8 
380,17.9,9.4 
390,15.7,8.6 
400,14.4,12 
410,14,11.7 
420,15.8,15.2 
430,19.6,19 
440,17.1,17.2 
450,20.2,14.7 
460,20,15.6 
470,19,16.8 
480,23.4,16.6 
490,26.6,17.1 
500,25.4,22.9 
510,23.5,19.2 
520,23.1,20.1 
530,24.1,23.2 
540,26.5,24.7 
550,34.8,25.1 
560,32,23.7 
570,33.1,24.7 
580,30.5,24.6 
590,31,24.8 
600,34.6,31 
610,40.3,31.4 
620,37.8,36.7 
630,37.7,33.3 
640,36.7,32.2 
650,35.7,32.5 
660,42.5,38.8 
670,41.2,37.1 
680,41.2,37.6 
690,35.8,37.2 
700,36.6,38.9 
710,39,40.7 
720,9.6,36.2 
730,0,39.8 
740,0,38.4 
750,0,36.3 
760,0,28.4 
770,0,24.3 
780,0,11.3 
790,0,3.4 
800,0,1 
810,0,0.3 
820,0,0 
830,0,0 
834,0,0.1 
