time,recvpackets@tsung_controller@ip-172-31-29-45 
10,154 
20,333 
30,1541 
40,2802 
50,3110 
60,3110 
70,3773 
80,3872 
90,3872 
100,3872 
110,3965 
120,3965 
130,3965 
140,3965 
150,3965 
160,4096 
170,4312 
180,4562 
190,5077 
200,5338 
210,6233 
220,7103 
230,7996 
240,7996 
250,7996 
260,7996 
270,7996 
280,8288 
290,8288 
300,8935 
310,10972 
320,12948 
330,13539 
340,14886 
350,15223 
360,15223 
370,16096 
380,16353 
390,17673 
400,19714 
410,21932 
420,23126 
430,23126 
440,23126 
450,23126 
460,23197 
470,24224 
480,25080 
490,26907 
500,26907 
510,26907 
520,27674 
530,30477 
540,30477 
550,30477 
560,30477 
570,31698 
580,33474 
590,36830 
600,39743 
610,39743 
620,39743 
630,39743 
640,41649 
650,44573 
660,44609 
670,45235 
680,45235 
690,46485 
700,47745 
710,48672 
720,49863 
730,49863 
740,49863 
750,49863 
760,49863 
770,49863 
780,49863 
790,49863 
800,49863 
810,49863 
820,49863 
830,49863 
834,49863 
