time,sentpackets@tsung_controller@ip-172-31-29-45 
10,121 
20,219.0 
30,746.0 
40,1410.0 
50,1436.0 
60,775.0 
70,1828.0 
80,1882.0 
90,1793.0 
100,1946.0 
110,2083.0 
120,1857.0 
130,1865.0 
140,1778.0 
150,2127.0 
160,2343.0 
170,2535.0 
180,2488.0 
190,2903.0 
200,3032.0 
210,3465.0 
220,3886.0 
230,4325.0 
240,3911.0 
250,4273.0 
260,4345.0 
270,4330.0 
280,4584.0 
290,4643.0 
300,5305.0 
310,7031.0 
320,8501.0 
330,9596.0 
340,10835.0 
350,11671.0 
360,11641.0 
370,12159.0 
380,12668.0 
390,14050.0 
400,15975.0 
410,18120.0 
420,18965.0 
430,19148.0 
440,18661.0 
450,18725.0 
460,19265.0 
470,20325.0 
480,21459.0 
490,23089.0 
500,23279.0 
510,24126.0 
520,24822.0 
530,26997.0 
540,27346.0 
550,27445.0 
560,27273.0 
570,28738.0 
580,30667.0 
590,33035.0 
600,35848.0 
610,36474.0 
620,36461.0 
630,36667.0 
640,38673.0 
650,40371.0 
660,40936.0 
670,41476.0 
680,41922.0 
690,42811.0 
700,43206.0 
710,43622.0 
720,44301.0 
730,41688.0 
740,37324.0 
750,28599.0 
760,17529.0 
770,9035.0 
780,5301.0 
790,2012.0 
800,550.0 
810,173.0 
820,59.0 
830,58.0 
834,19.0 
