time,users,connected 
0,5,4 
10,14,14 
20,28,27 
30,42,42 
40,51,50 
50,52,52 
60,54,56 
70,58,58 
80,70,71 
90,76,73 
100,85,85 
110,73,73 
120,66,66 
130,78,79 
140,82,83 
150,89,89 
160,98,98 
170,95,96 
180,122,122 
190,126,125 
200,149,149 
210,185,185 
220,196,196 
230,192,191 
240,194,193 
250,222,222 
260,234,235 
270,252,252 
280,278,275 
290,298,299 
300,357,357 
310,408,404 
320,447,447 
330,474,473 
340,533,534 
350,597,596 
360,680,676 
370,780,776 
380,897,891 
390,1016,994 
400,1116,1058 
410,1235,1151 
420,1381,1247 
430,1506,1252 
440,1635,1306 
450,1709,1286 
460,1763,1336 
470,1794,1342 
480,1785,1348 
490,1787,1363 
500,1793,1370 
510,1832,1391 
520,1866,1425 
530,1893,1397 
540,1959,1425 
550,2030,1448 
560,2125,1549 
570,2177,1542 
580,2219,1572 
590,2214,1507 
600,2224,1518 
610,2305,1587 
620,2403,1671 
630,2472,1678 
640,2510,1625 
650,2503,1638 
660,2529,1619 
670,2543,1623 
680,2570,1688 
690,2571,1670 
700,2557,1654 
710,2528,1692 
720,2219,1356 
730,1944,1386 
740,1606,976 
750,1306,906 
760,1070,868 
770,805,727 
780,680,667 
790,674,672 
800,626,605 
810,493,432 
820,370,339 
830,250,247 
840,208,202 
850,139,134 
860,46,45 
870,5,6 
880,2,2 
887,0,0 
