time,session 
30,35043.923 
40,31932.585 
50,31932.585 
60,31932.585 
70,31932.585 
80,31932.585 
90,31932.585 
100,31932.585 
110,31932.585 
120,31932.585 
130,31932.585 
140,31932.585 
150,31932.585 
160,31932.585 
170,31932.585 
180,31932.585 
190,31932.585 
200,31932.585 
210,31932.585 
220,31932.585 
230,31932.585 
240,31932.585 
250,31932.585 
260,31932.585 
270,31932.585 
280,31932.585 
290,31932.585 
300,31932.585 
310,31932.585 
320,31932.585 
330,31932.585 
340,31932.585 
350,31932.585 
360,31932.585 
370,31932.585 
380,31932.585 
390,31932.585 
400,31932.585 
410,31932.585 
420,31932.585 
430,31932.585 
440,31932.585 
450,31932.585 
460,31932.585 
470,31932.585 
480,31932.585 
490,31932.585 
500,31932.585 
510,31932.585 
520,31932.585 
530,31932.585 
540,31932.585 
550,31932.585 
560,31932.585 
570,31932.585 
580,31932.585 
590,31932.585 
600,31932.585 
610,31932.585 
620,31932.585 
630,31932.585 
640,31932.585 
650,31932.585 
660,31932.585 
670,31932.585 
680,31932.585 
690,31932.585 
700,31932.585 
710,31932.585 
720,31932.585 
730,31932.585 
740,31932.585 
750,31932.585 
760,31932.585 
770,31932.585 
780,31932.585 
790,31932.585 
800,31932.585 
810,31932.585 
820,31932.585 
830,31932.585 
840,31932.585 
850,31932.585 
860,31932.585 
870,31932.585 
880,31932.585 
887,31932.585 
