time,freemem@tsung_controller@ip-172-31-17-73 
0,3503.6171875 
10,3508.4765625 
20,3507.2421875 
30,3502.6484375 
40,3491.59765625 
50,3482.921875 
60,3478.6953125 
70,3476.2890625 
80,3475.328125 
90,3476.05859375 
100,3474.11328125 
110,3465.12109375 
120,3462.83203125 
130,3462.71875 
140,3462.1328125 
150,3464.1953125 
160,3465.17578125 
170,3462.51171875 
180,3464.09375 
190,3456.1875 
200,3453.84765625 
210,3443.15234375 
220,3431.33984375 
230,3424.74609375 
240,3424.88671875 
250,3422.43359375 
260,3408.2109375 
270,3410.01953125 
280,3401.1328125 
290,3394.9140625 
300,3377.16796875 
310,3361.3125 
320,3358.84375 
330,3326.2421875 
340,3319.7421875 
350,3290.3125 
360,3272.47265625 
370,3250.765625 
380,3219.171875 
390,3172.59375 
400,3122.71484375 
410,3104.51953125 
420,3061.88671875 
430,3020.7734375 
440,2998.6796875 
450,2979.24609375 
460,2978.09375 
470,2980.80078125 
480,2961.21875 
490,2956.69140625 
500,2964.421875 
510,2970.06640625 
520,2959.66796875 
530,2963.70703125 
540,2957.66796875 
550,2955.06640625 
560,2949.9609375 
570,2927.09375 
580,2928.05078125 
590,2915.96875 
600,2915.875 
610,2918.24609375 
620,2916.28515625 
630,2906.3671875 
640,2900.24609375 
650,2891.171875 
660,2895.55078125 
670,2896.94921875 
680,2911.74609375 
690,2908.20703125 
700,2908.46484375 
710,2920.4921875 
720,2900.22265625 
730,2907.9609375 
740,2921.6015625 
750,2931.27734375 
760,2947.09375 
770,2965.37890625 
780,2989.8671875 
790,2990.76953125 
800,3009.671875 
810,3028.171875 
820,3040.77734375 
830,3062.6328125 
840,3083.48828125 
850,3101.546875 
860,3167.859375 
870,3172.70703125 
880,3192.24609375 
887,3195.953125 
