time,page 
0,0.6 
10,2.2 
20,5.4 
30,10.5 
40,17.9 
50,22.1 
60,22.2 
70,21.9 
80,22.2 
90,25.8 
100,29.7 
110,30.8 
120,30.3 
130,29.9 
140,30.9 
150,30.9 
160,35.1 
170,43.4 
180,43.6 
190,45.8 
200,53 
210,62.6 
220,72.2 
230,73.4 
240,76.9 
250,83.9 
260,84.7 
270,90.8 
280,101.2 
290,111.3 
300,124.5 
310,136.8 
320,143.7 
330,144.3 
340,133.1 
350,136.8 
360,139.3 
370,132.8 
380,127.3 
390,139.6 
400,159.8 
410,172.4 
420,210.1 
430,246.9 
440,294.4 
450,365.1 
460,403.1 
470,429 
480,442.5 
490,425.8 
500,404 
510,390.3 
520,432.8 
530,445.2 
540,449.9 
550,489.9 
560,525.9 
570,519.2 
580,588.9 
590,580.1 
600,603.2 
610,609.4 
620,635.7 
630,613.4 
640,666.3 
650,690.1 
660,672.2 
670,732.8 
680,687.4 
690,732.3 
700,736.7 
710,739.7 
720,618.6 
730,580.7 
740,512.8 
750,414.7 
760,242.5 
770,185.3 
780,92.8 
790,4.6 
800,33.8 
810,88.3 
820,89.4 
830,73 
840,16.7 
850,50.5 
860,51.2 
870,12.1 
880,0.9 
887,0.2 
